Date,GS
2023-12-21,0.5500019138984098
2023-12-22,0.5401030211002659
2023-12-26,0.533231226614805
2023-12-27,0.5416735036032873
2023-12-28,0.5371484251402202
2023-12-29,0.5470040423260564
2024-01-02,0.5403863915754378
2024-01-03,0.5351878963022244
2024-01-04,0.5381393307722342
2024-01-05,0.5391895486413562
2024-01-08,0.5324900163951242
2024-01-09,0.5431423892662873
2024-01-10,0.5489607910309133
2024-01-11,0.5311178409035443
2024-01-12,0.5421132290702846
2024-01-16,0.5338198266275077
2024-01-17,0.5348523421452759
2024-01-18,0.5385602263508669
2024-01-19,0.5308464865583816
2024-01-22,0.540055611126204
2024-01-23,0.5514363949515465
2024-01-24,0.5491627302903088
2024-01-25,0.5410752713850806
2024-01-26,0.5404030315386589
2024-01-29,0.5349587506447144
2024-01-30,0.5230757255355781
2024-01-31,0.5229801737149569
2024-02-01,0.5475909613587392
2024-02-02,0.5466135737804606
2024-02-05,0.5322107235668883
2024-02-06,0.5413496009557938
2024-02-07,0.5483546662155012
2024-02-08,0.5504008581424017
2024-02-09,0.5459157382462964
2024-02-12,0.5555069868121808
2024-02-13,0.5295745886981061
2024-02-14,0.526763850109014
2024-02-15,0.5474625590613705
2024-02-16,0.5380454181413094
2024-02-20,0.5365307453220897
2024-02-21,0.5350482237529434
2024-02-22,0.5347678788799778
2024-02-23,0.5509391853556115
2024-02-26,0.5472661238340736
2024-02-27,0.5371064261652587
2024-02-28,0.5527224599305969
2024-02-29,0.530326910165038
2024-03-01,0.5427154207623085
2024-03-04,0.5475372777071278
2024-03-05,0.5458630979712963
2024-03-06,0.5526582348964643
2024-03-07,0.5290180215598533
2024-03-08,0.5458060456781564
2024-03-11,0.5303794662452784
2024-03-12,0.5435115778489031
2024-03-13,0.5542248249943286
2024-03-14,0.5266812690062102
2024-03-15,0.5369342992998507
2024-03-18,0.5337151649907822
2024-03-19,0.5596176555183162
2024-03-20,0.5428891472836157
2024-03-21,0.5493800656981586
2024-03-22,0.549352351946202
2024-03-25,0.5310529589207368
2024-03-26,0.5382317122729109
2024-03-27,0.5416527685379817
2024-03-28,0.5380585142409231
2024-04-01,0.5245300437453023
2024-04-02,0.5315012612731167
2024-04-03,0.5421678271005401
2024-04-04,0.5560106610786842
2024-04-05,0.531135102107266
2024-04-08,0.5364835991271113
2024-04-09,0.5357632006197991
2024-04-10,0.5387831247092029
2024-04-11,0.5453365310570398
2024-04-12,0.5367519341744433
2024-04-15,0.5407726456191803
2024-04-16,0.5300644715253731
2024-04-17,0.5270180353401247
2024-04-18,0.5444470750034774
2024-04-19,0.5297135624435908
2024-04-22,0.54875265468459
2024-04-23,0.5520987395175724
2024-04-24,0.5500718879148745
2024-04-25,0.5250824516903448
2024-04-26,0.5397119160653764
2024-04-29,0.5302265643804122
2024-04-30,0.5399116897313783
2024-05-01,0.5412516918309039
2024-05-02,0.5461097797132828
2024-05-03,0.5527654386477321
2024-05-06,0.5413546994049456
2024-05-07,0.5568382778512123
2024-05-08,0.5355307043309644
2024-05-09,0.54552975918676
2024-05-10,0.5380635313757519
2024-05-13,0.5373946334732803
2024-05-14,0.5419049083073108
2024-05-15,0.5578956542345593
2024-05-16,0.5287059739321465
2024-05-17,0.5434034092392651
2024-05-20,0.538022781441379
2024-05-21,0.543852484673862
2024-05-22,0.547641464983517
2024-05-23,0.5463401810800043
2024-05-24,0.5262430548032463
2024-05-28,0.5303113747026972
2024-05-29,0.5504317245954264
2024-05-30,0.5325620427907997
2024-05-31,0.5456944332148232
2024-06-03,0.5303476564518582
2024-06-04,0.5230781432762495
2024-06-05,0.532297894451672
2024-06-06,0.5457244149080225
2024-06-07,0.5378254568301809
2024-06-10,0.5420492614051272
2024-06-11,0.5533236689609038
2024-06-12,0.5379209466921863
2024-06-13,0.5366295928797906
2024-06-14,0.5372698472855756
2024-06-17,0.5527310273333167
2024-06-18,0.5399109957344459
2024-06-20,0.554963128315093
2024-06-21,0.5463007306063367
2024-06-24,0.5543439365535764
2024-06-25,0.5498292002350369
2024-06-26,0.5423641748259777
2024-06-27,0.5531288743883276
2024-06-28,0.5388803512240847
2024-07-01,0.5445321318750183
2024-07-02,0.5314757742072382
2024-07-03,0.5304523593250076
2024-07-05,0.5339002611721652
2024-07-08,0.5421419889724012
2024-07-09,0.5409309285683527
2024-07-10,0.5307231270008851
2024-07-11,0.5464303420247215
2024-07-12,0.5346659402824966
2024-07-15,0.5518294270552015
2024-07-16,0.5187952135147765
2024-07-17,0.538546208466117
2024-07-18,0.5366295041838153
2024-07-19,0.5345884200199275
2024-07-22,0.5407018450224587
2024-07-23,0.5409603126243859
2024-07-24,0.5303907005464708
2024-07-25,0.548984811585422
2024-07-26,0.5218213165564294
2024-07-29,0.5471813487021905
2024-07-30,0.5346852039350356
2024-07-31,0.5464241033818057
2024-08-01,0.5489615118257397
2024-08-02,0.5465218015879251
2024-08-05,0.5577822453945698
2024-08-06,0.5478043263950858
2024-08-07,0.5407749054680479
2024-08-08,0.5476775584052654
2024-08-09,0.5415137855587319
2024-08-12,0.5213882334939678
2024-08-13,0.5530238408048183
2024-08-14,0.5307039734149357
2024-08-15,0.5323065822033116
2024-08-16,0.5286092928959553
2024-08-19,0.5303722016721396
2024-08-20,0.5526302504024564
2024-08-21,0.5422260859338447
2024-08-22,0.5385560325461952
2024-08-23,0.5329146781798051
2024-08-26,0.535950475627852
2024-08-27,0.5443990626848877
2024-08-28,0.5359161849984863
2024-08-29,0.5452374095357158
2024-08-30,0.5317822482787197
2024-09-03,0.5443441493403948
2024-09-04,0.5345669304308872
2024-09-05,0.5424260201560139
2024-09-06,0.5505885250566606
2024-09-09,0.5305902388058142
2024-09-10,0.5529784410096852
2024-09-11,0.5360915803824543
2024-09-12,0.5493979391646563
2024-09-13,0.5440253365348852
2024-09-16,0.5387819778591368
2024-09-17,0.5462324587409088
2024-09-18,0.5298201408533371
2024-09-19,0.5268015807696452
2024-09-20,0.5483914311146614
2024-09-23,0.5412311666809116
2024-09-24,0.5330792717564393
2024-09-25,0.5347228143370678
2024-09-26,0.5323843571778255
2024-09-27,0.5408107732205995
2024-09-30,0.5379783272794288
2024-10-01,0.5304160995070814
2024-10-02,0.5493566867672374
2024-10-03,0.5573021390339131
2024-10-04,0.5153267513408234
2024-10-07,0.529039328892651
2024-10-08,0.5299977972090127
2024-10-09,0.5451959742824607
2024-10-10,0.5540161792802755
2024-10-11,0.5252333061929004
2024-10-14,0.5538618970107905
2024-10-15,0.5382636832779427
2024-10-16,0.5353551920510385
2024-10-17,0.5282200551933992
2024-10-18,0.5361507326190569
2024-10-21,0.5447337713646316
2024-10-22,0.5406966884866405
2024-10-23,0.5460389179398287
2024-10-24,0.5473283628623135
2024-10-25,0.5436880092088031
2024-10-28,0.5338724939808148
2024-10-29,0.5348712867807719
2024-10-30,0.5363496621505214
2024-10-31,0.5475652334921232
2024-11-01,0.5507381320707728
2024-11-04,0.5448345989449432
2024-11-05,0.5393009661335201
2024-11-06,0.536462170650173
2024-11-07,0.5437284389472479
2024-11-08,0.5425700351021056
2024-11-11,0.5361363230335743
2024-11-12,0.5395681467741769
2024-11-13,0.546599379259063
2024-11-14,0.5303594275131932
2024-11-15,0.5474007971316599
2024-11-18,0.5331672587863681
2024-11-19,0.5402056710164752
2024-11-20,0.5330244578982718
2024-11-21,0.5402457011605353
2024-11-22,0.5412216727988498
2024-11-25,0.5427955140214138
2024-11-26,0.5395840611271328
2024-11-27,0.548204822165539
2024-11-29,0.5442839163628009
2024-12-02,0.5265228855513397
2024-12-03,0.5435374570402475
2024-12-04,0.5405894399523206
2024-12-05,0.5423671243944294
2024-12-06,0.549915049924221
2024-12-09,0.5341490443088176
2024-12-10,0.543725044237866
2024-12-11,0.5456398127366417
2024-12-12,0.5404777230756906
2024-12-13,0.5517026133124113
2024-12-16,0.5489321244729558
2024-12-17,0.5333950193381662
2024-12-18,0.54019038029576
2024-12-19,0.5520594139546392
2024-12-20,0.5535219448601651
