Date,TFC
2023-12-22,0.545326785229148
2023-12-26,0.5411136469407879
2023-12-27,0.5452817719455694
2023-12-28,0.5419589757495877
2023-12-29,0.5409094507499795
2024-01-02,0.5419589757495877
2024-01-03,0.5430080217710055
2024-01-04,0.5452817719455694
2024-01-05,0.5473181936445147
2024-01-08,0.5452817719455694
2024-01-09,0.545330137981311
2024-01-10,0.5454756380998432
2024-01-11,0.5402150888384095
2024-01-12,0.5414348340762906
2024-01-16,0.5419288788022896
2024-01-17,0.545330137981311
2024-01-18,0.5408774427226456
2024-01-19,0.5456486964377635
2024-01-22,0.5409707448748304
2024-01-23,0.5418527843125642
2024-01-24,0.5437578247262828
2024-01-25,0.5444364431367695
2024-01-26,0.5458838082954399
2024-01-29,0.5448855390198662
2024-01-30,0.543640883950406
2024-01-31,0.53898910917165
2024-02-01,0.54154146411929
2024-02-02,0.5448855390198662
2024-02-05,0.5388749930756251
2024-02-06,0.5489584299372735
2024-02-07,0.5452817719455694
2024-02-08,0.5452205937921244
2024-02-09,0.5418527843125642
2024-02-12,0.5438742200632453
2024-02-13,0.5423195156987018
2024-02-14,0.5466788429224473
2024-02-15,0.5404541191480166
2024-02-16,0.5451755805085459
2024-02-20,0.5441265280708185
2024-02-21,0.5419589757495877
2024-02-22,0.5428035454349431
2024-02-23,0.544293541070812
2024-02-26,0.5429221875183575
2024-02-27,0.5436859348893576
2024-02-28,0.5452817719455694
2024-02-29,0.5443301520322393
2024-03-01,0.5451755805085459
2024-03-04,0.5475513422305783
2024-03-05,0.5438028380098614
2024-03-06,0.5441175702705645
2024-03-07,0.5448504612091324
2024-03-08,0.5451755805085459
2024-03-11,0.5456239172681981
2024-03-12,0.5409707448748304
2024-03-13,0.5396608275559084
2024-03-14,0.5426955908694403
2024-03-15,0.5454756380998432
2024-03-18,0.5421618880025644
2024-03-19,0.5452817719455694
2024-03-20,0.5482144236401689
2024-03-21,0.5496859886722206
2024-03-22,0.5442022443613449
2024-03-25,0.5452205937921244
2024-03-26,0.5452817719455694
2024-03-27,0.5442387148300087
2024-03-28,0.5452817719455694
2024-04-01,0.5420478967194392
2024-04-02,0.5417928524117204
2024-04-03,0.5445884204581273
2024-04-04,0.5452205937921244
2024-04-05,0.5452817719455694
2024-04-08,0.5489584299372735
2024-04-09,0.5479752062419562
2024-04-10,0.5423195156987018
2024-04-11,0.548223881451743
2024-04-12,0.539254473578615
2024-04-15,0.5468284624175063
2024-04-16,0.5419699711992781
2024-04-17,0.5434160540894543
2024-04-18,0.5402117966498943
2024-04-19,0.5457457548845842
2024-04-22,0.5481410647629713
2024-04-23,0.5443046781601545
2024-04-24,0.5478690148049327
2024-04-25,0.5395710703675466
2024-04-26,0.5452817719455694
2024-04-29,0.5428035454349431
2024-04-30,0.5426065845112643
2024-05-01,0.5438640161633063
2024-05-02,0.5452817719455694
2024-05-03,0.5452817719455694
2024-05-06,0.5419582166261433
2024-05-07,0.5444755877897095
2024-05-08,0.545326785229148
2024-05-09,0.5403180877544244
2024-05-10,0.5451755805085459
2024-05-13,0.5451755805085459
2024-05-14,0.5452817719455694
2024-05-15,0.5452817719455694
2024-05-16,0.5426413805866128
2024-05-17,0.5428035454349431
2024-05-20,0.5434178195743805
2024-05-21,0.543640883950406
2024-05-22,0.5385637849599271
2024-05-23,0.5452224121501509
2024-05-24,0.5411136469407879
2024-05-28,0.5410967751197989
2024-05-29,0.5451917717698914
2024-05-30,0.5446355704220348
2024-05-31,0.5450833164500876
2024-06-03,0.5444862935443812
2024-06-04,0.5416153217369285
2024-06-05,0.5452817719455694
2024-06-06,0.5451755805085459
2024-06-07,0.5418527843125642
2024-06-10,0.5452205937921244
2024-06-11,0.5443345695789633
2024-06-12,0.546790614538112
2024-06-13,0.5442322469459611
2024-06-14,0.5426998982779082
2024-06-17,0.5438640161633063
2024-06-18,0.5411136469407879
2024-06-20,0.5419589757495877
2024-06-21,0.5463184848274744
2024-06-24,0.5433613160785878
2024-06-25,0.5438300540120116
2024-06-26,0.5450793573766695
2024-06-27,0.5418977975961429
2024-06-28,0.5507961380450385
2024-07-01,0.5475218139049484
2024-07-02,0.5465572784252726
2024-07-03,0.54298362375189
2024-07-05,0.5429221875183575
2024-07-08,0.548198166420436
2024-07-09,0.5465572784252726
2024-07-10,0.5451186788348394
2024-07-11,0.5451853932706623
2024-07-12,0.5441792375951856
2024-07-15,0.5448698724341376
2024-07-16,0.5425314023585776
2024-07-17,0.5435838165575939
2024-07-18,0.5397186437514901
2024-07-19,0.548223881451743
2024-07-22,0.5419589757495877
2024-07-23,0.5438640161633063
2024-07-24,0.5437771926690466
2024-07-25,0.5447883651088907
2024-07-26,0.5434661380952681
2024-07-29,0.5427157309679606
2024-07-30,0.5457138072330682
2024-07-31,0.5449987301674019
2024-08-01,0.5406959804879118
2024-08-02,0.5395940811778654
2024-08-05,0.5400903822222757
2024-08-06,0.5523042323336328
2024-08-07,0.5430286370354686
2024-08-08,0.5469098646050093
2024-08-09,0.5459449994923192
2024-08-12,0.5441872336623825
2024-08-13,0.5455149117605426
2024-08-14,0.5434661380952681
2024-08-15,0.5495240694153007
2024-08-16,0.5452817719455694
2024-08-19,0.5452817719455694
2024-08-20,0.5429221875183575
2024-08-21,0.5451755805085459
2024-08-22,0.5443392692257939
2024-08-23,0.5442733500260397
2024-08-26,0.5451755805085459
2024-08-27,0.5418977975961429
2024-08-28,0.5447793475828427
2024-08-29,0.5419589757495877
2024-08-30,0.5403180877544244
2024-09-03,0.540147011407882
2024-09-04,0.5405053972412638
2024-09-05,0.5437338308801353
2024-09-06,0.5403370352479532
2024-09-09,0.5455127877055516
2024-09-10,0.5414633327512871
2024-09-11,0.5486385366165186
2024-09-12,0.5413647785163881
2024-09-13,0.5438640161633063
2024-09-16,0.5455487100989798
2024-09-17,0.545326785229148
2024-09-18,0.5452205937921244
2024-09-19,0.5489401404195582
2024-09-20,0.5425934146966079
2024-09-23,0.5434010287955524
2024-09-24,0.544843464765846
2024-09-25,0.5438103481734261
2024-09-26,0.5452817719455694
2024-09-27,0.545326785229148
2024-09-30,0.5451755805085459
2024-10-01,0.5389726907649509
2024-10-02,0.5452817719455694
2024-10-03,0.5451755805085459
2024-10-04,0.5446688191009891
2024-10-07,0.5469256880786219
2024-10-08,0.5420039890331663
2024-10-09,0.5448855390198662
2024-10-10,0.5418977975961429
2024-10-11,0.5471428417436196
2024-10-14,0.5419589757495877
2024-10-15,0.5482650784498314
2024-10-16,0.5413967299747665
2024-10-17,0.5403989477241528
2024-10-18,0.5437653348898476
2024-10-21,0.5425826699754918
2024-10-22,0.5444364431367695
2024-10-23,0.5451755805085459
2024-10-24,0.5452817719455694
2024-10-25,0.544884353193659
2024-10-28,0.5439083155778809
2024-10-29,0.5452817719455694
2024-10-30,0.5481019432885597
2024-10-31,0.5454756380998432
2024-11-01,0.5479752062419562
2024-11-04,0.5429221875183575
2024-11-05,0.5488389362768425
2024-11-06,0.5470456874045523
2024-11-07,0.5405030751256633
2024-11-08,0.5409707448748304
2024-11-11,0.5479814465015588
2024-11-12,0.5418977975961429
2024-11-13,0.5452817719455694
2024-11-14,0.5407710845385599
2024-11-15,0.543640883950406
2024-11-18,0.5452205937921244
2024-11-19,0.5479140349247852
2024-11-20,0.5443385543543906
2024-11-21,0.5426222032963376
2024-11-22,0.5496660482032891
2024-11-25,0.5441421578351568
2024-11-26,0.5418334232216403
2024-11-27,0.5419589757495877
2024-11-29,0.5452817719455694
2024-12-02,0.5431772318260762
2024-12-03,0.5441973179389357
2024-12-04,0.5452205937921244
2024-12-05,0.5410073558362578
2024-12-06,0.545326785229148
2024-12-09,0.5454402078532667
2024-12-10,0.5469816993307899
2024-12-11,0.5396608275559084
2024-12-12,0.5451755805085459
2024-12-13,0.5418977975961429
2024-12-16,0.544293541070812
2024-12-17,0.5449966191922614
2024-12-18,0.5422795614359398
2024-12-19,0.5403690553428024
2024-12-20,0.5471238118708631
