Date,COF
2023-12-22,0.5609415271446782
2023-12-26,0.5449588562138898
2023-12-27,0.5640238761618471
2023-12-28,0.5521717602664082
2023-12-29,0.5321339608168024
2024-01-02,0.5328233212669965
2024-01-03,0.5707106460321071
2024-01-04,0.5384673056051689
2024-01-05,0.5389094127664512
2024-01-08,0.5278589856972413
2024-01-09,0.5388947669679888
2024-01-10,0.5503300803235597
2024-01-11,0.5544511273173823
2024-01-12,0.5407627926922762
2024-01-16,0.5487801262398412
2024-01-17,0.5627166127483277
2024-01-18,0.542649822413428
2024-01-19,0.5543931178362643
2024-01-22,0.5241015310016004
2024-01-23,0.5450965660089501
2024-01-24,0.5475982812220748
2024-01-25,0.545293942023703
2024-01-26,0.5466690559923012
2024-01-29,0.5552167610688364
2024-01-30,0.5533231056489748
2024-01-31,0.5636907229266518
2024-02-01,0.5283022130755137
2024-02-02,0.5390551768166421
2024-02-05,0.5699419416738337
2024-02-06,0.5609338597744689
2024-02-07,0.5323025049762194
2024-02-08,0.5358127596748704
2024-02-09,0.5514073231036979
2024-02-12,0.5366170583769378
2024-02-13,0.5496753663017423
2024-02-14,0.5537465990892504
2024-02-15,0.5617374323470083
2024-02-16,0.5313699899808961
2024-02-20,0.5487608615868483
2024-02-21,0.5388137701364774
2024-02-22,0.5431794320695698
2024-02-23,0.5328045958288284
2024-02-26,0.5673546401913782
2024-02-27,0.5447799479200093
2024-02-28,0.5488803725701494
2024-02-29,0.5584809592579639
2024-03-01,0.5520398431194946
2024-03-04,0.5505691348121491
2024-03-05,0.5504216317538226
2024-03-06,0.5477710796003082
2024-03-07,0.5629901099733398
2024-03-08,0.5518535377345547
2024-03-11,0.5451185701786675
2024-03-12,0.553839635973204
2024-03-13,0.5338836598877977
2024-03-14,0.5546869996049003
2024-03-15,0.5503080047321998
2024-03-18,0.561668138695394
2024-03-19,0.5439376526517491
2024-03-20,0.561204232520074
2024-03-21,0.5713032496311102
2024-03-22,0.5387416867248505
2024-03-25,0.5209799358061452
2024-03-26,0.5567618945755695
2024-03-27,0.5593280392681392
2024-03-28,0.549469815494271
2024-04-01,0.5446315976896908
2024-04-02,0.5517530427634044
2024-04-03,0.56600523641748
2024-04-04,0.5465010890669455
2024-04-05,0.5553001108177805
2024-04-08,0.5335226822477249
2024-04-09,0.5661890068073822
2024-04-10,0.570910876684725
2024-04-11,0.5546347994142483
2024-04-12,0.5663049771453658
2024-04-15,0.5539229847526469
2024-04-16,0.5571002118378805
2024-04-17,0.5460930505734377
2024-04-18,0.5427541978933779
2024-04-19,0.5525242221323389
2024-04-22,0.5705910284400746
2024-04-23,0.5372472122005414
2024-04-24,0.5564144320921566
2024-04-25,0.5661072104168127
2024-04-26,0.5626418946026517
2024-04-29,0.5609980494029913
2024-04-30,0.560539191702157
2024-05-01,0.5528117634134238
2024-05-02,0.5529456472366662
2024-05-03,0.5366408408831916
2024-05-06,0.5715741459243505
2024-05-07,0.53694136286311
2024-05-08,0.5400474426634183
2024-05-09,0.5277265002944812
2024-05-10,0.54946545625884
2024-05-13,0.5510032754142147
2024-05-14,0.5748006627998933
2024-05-15,0.551557820429554
2024-05-16,0.5630140726782863
2024-05-17,0.5559956731011635
2024-05-20,0.5691758578535301
2024-05-21,0.5442025548368307
2024-05-22,0.5413938799959236
2024-05-23,0.5533051427058381
2024-05-24,0.5481412620850102
2024-05-28,0.5363979472040872
2024-05-29,0.5500902165879087
2024-05-30,0.5698077251027515
2024-05-31,0.5532759978276628
2024-06-03,0.5369549555732154
2024-06-04,0.538411833171517
2024-06-05,0.5678656376216639
2024-06-06,0.5475863043043635
2024-06-07,0.5429427550400384
2024-06-10,0.5268070092542441
2024-06-11,0.5348107505359175
2024-06-12,0.5507220841553566
2024-06-13,0.5327135264779427
2024-06-14,0.565466214396834
2024-06-17,0.5291353385491767
2024-06-18,0.5456477987146781
2024-06-20,0.5567943987182288
2024-06-21,0.5551476089361632
2024-06-24,0.5636347623186566
2024-06-25,0.542242452666059
2024-06-26,0.5428984677110851
2024-06-27,0.5692619624812716
2024-06-28,0.565155110954264
2024-07-01,0.5483270986344738
2024-07-02,0.5379987953177272
2024-07-03,0.5672142843349142
2024-07-05,0.5562016719501455
2024-07-08,0.5604075919344909
2024-07-09,0.5616239286146792
2024-07-10,0.5536224132993782
2024-07-11,0.5592739334383684
2024-07-12,0.5453109081228108
2024-07-15,0.5656440595667179
2024-07-16,0.5541063544179631
2024-07-17,0.5645420215238016
2024-07-18,0.5469760380783709
2024-07-19,0.5718807092868685
2024-07-22,0.5663487723897351
2024-07-23,0.5345049042601966
2024-07-24,0.542238947735941
2024-07-25,0.5304126970607265
2024-07-26,0.5773268049992627
2024-07-29,0.536930910042593
2024-07-30,0.5639776510469242
2024-07-31,0.5453817091810689
2024-08-01,0.5638893498533845
2024-08-02,0.5475187828256401
2024-08-05,0.5372707637733493
2024-08-06,0.5543723340458748
2024-08-07,0.5629013527671924
2024-08-08,0.5306889622672747
2024-08-09,0.523449238218026
2024-08-12,0.5444178939278986
2024-08-13,0.5188836834186984
2024-08-14,0.5663997515349989
2024-08-15,0.5566100303035543
2024-08-16,0.5637724851371578
2024-08-19,0.5522123181060905
2024-08-20,0.5614881264154176
2024-08-21,0.5579155778856263
2024-08-22,0.5277565815620521
2024-08-23,0.5429249339030139
2024-08-26,0.5606939908553745
2024-08-27,0.5380477287226909
2024-08-28,0.5415397334164664
2024-08-29,0.5476326667387598
2024-08-30,0.531490223663146
2024-09-03,0.5609627553560314
2024-09-04,0.5571303541752682
2024-09-05,0.5278555809831155
2024-09-06,0.5604134439045808
2024-09-09,0.5301253895780701
2024-09-10,0.540414269567909
2024-09-11,0.5328823455913896
2024-09-12,0.5287057984724854
2024-09-13,0.5408244162081818
2024-09-16,0.549675889993143
2024-09-17,0.5476734821573815
2024-09-18,0.5633314341388586
2024-09-19,0.5627943518209048
2024-09-20,0.5454176170933608
2024-09-23,0.548205742524435
2024-09-24,0.5525747603289394
2024-09-25,0.5271677881566452
2024-09-26,0.5366576505948736
2024-09-27,0.5521533001748453
2024-09-30,0.548165611288218
2024-10-01,0.5712354124907779
2024-10-02,0.5418065049586679
2024-10-03,0.541163686926032
2024-10-04,0.5635522669588905
2024-10-07,0.5561309842966069
2024-10-08,0.5500490298875981
2024-10-09,0.5532077109093965
2024-10-10,0.5331370552603009
2024-10-11,0.5520879386999621
2024-10-14,0.5223420513752923
2024-10-15,0.5620632221735464
2024-10-16,0.5236403949115881
2024-10-17,0.5467440971552698
2024-10-18,0.5411243678482843
2024-10-21,0.5757947177211525
2024-10-22,0.5530025338578143
2024-10-23,0.5474808900663591
2024-10-24,0.5579572590071934
2024-10-25,0.5578580375756952
2024-10-28,0.5343946542194188
2024-10-29,0.539395604560187
2024-10-30,0.5624805533031106
2024-10-31,0.5459613714826025
2024-11-01,0.5535438891147707
2024-11-04,0.5686599578167281
2024-11-05,0.5531203498463321
2024-11-06,0.5491779961544514
2024-11-07,0.5545498184384766
2024-11-08,0.5475724452009979
2024-11-11,0.5622651005648688
2024-11-12,0.5505162029109514
2024-11-13,0.547931988149482
2024-11-14,0.5599387149669922
2024-11-15,0.54914770547762
2024-11-18,0.5624591486388717
2024-11-19,0.5294024090745999
2024-11-20,0.5474554076743395
2024-11-21,0.5388688983942189
2024-11-22,0.5550649778010585
2024-11-25,0.5587497592546141
2024-11-26,0.5420184323816206
2024-11-27,0.5531691960256441
2024-11-29,0.5458113653396203
2024-12-02,0.5613346281555408
2024-12-03,0.5240055593493061
2024-12-04,0.5530353233464668
2024-12-05,0.5323151036702278
2024-12-06,0.5421770764607629
2024-12-09,0.559504382717534
2024-12-10,0.5468231730686455
2024-12-11,0.5348471947869488
2024-12-12,0.5453326570036853
2024-12-13,0.5344711981380055
2024-12-16,0.544055069158265
2024-12-17,0.5496187881271001
2024-12-18,0.541039603271414
2024-12-19,0.5432714072887315
2024-12-20,0.5629918595665241
