Method,Total_Return,Annual_Return,Volatility,Sharpe_Ratio,Max_Drawdown
equal_weight,2.086824787187352,0.16259962938537925,0.2717246831000852,0.5247945374651706,0.47856215003027924
simple_rf_enhanced,2.1069833956065382,0.16350032752751745,0.2723601314581444,0.5268771415230801,0.4805617169877881
rf_momentum,2.2250286486386956,0.16885506111787363,0.2768904560805818,0.5375954925458074,0.4868708052103103
