Method,Total_Return,Annual_Return,Volatility,Sharpe_Ratio,Max_Drawdown
equal_weight,2.086824787187352,0.16259962938537925,0.2717246831000852,0.5247945374651706,0.47856215003027924
simple_rf_enhanced,2.0507711722905446,0.16155549270160047,0.27268835722745766,0.5191108785899675,0.4811712787343462
rf_momentum,1.8929047005474846,0.15631057221193148,0.2751471440832221,0.4954097294598938,0.4976613547688716
