Date,STT
2023-12-22,0.5548512941180936
2023-12-26,0.5297523114375849
2023-12-27,0.5420020505255702
2023-12-28,0.5397390553433061
2023-12-29,0.5375015626635894
2024-01-02,0.5284877069108797
2024-01-03,0.5467784617162681
2024-01-04,0.5551560178283782
2024-01-05,0.5270993419446613
2024-01-08,0.5354123565046784
2024-01-09,0.5603586840302364
2024-01-10,0.5437900901086095
2024-01-11,0.5521109227106352
2024-01-12,0.5531388301154442
2024-01-16,0.5397100586707936
2024-01-17,0.5561214285421436
2024-01-18,0.5360499550019258
2024-01-19,0.5447536730442069
2024-01-22,0.5552029066425909
2024-01-23,0.5511218674866329
2024-01-24,0.5314183000112636
2024-01-25,0.5466269159731855
2024-01-26,0.5384087300744479
2024-01-29,0.5341009955819583
2024-01-30,0.5409460618321914
2024-01-31,0.528222545813514
2024-02-01,0.5606777568033242
2024-02-02,0.5496671391479051
2024-02-05,0.5377200266803017
2024-02-06,0.5346135062313105
2024-02-07,0.5358438166111507
2024-02-08,0.5515036759654234
2024-02-09,0.5474661480855177
2024-02-12,0.5497422269982765
2024-02-13,0.532859519796201
2024-02-14,0.5389110389054963
2024-02-15,0.535283358331038
2024-02-16,0.555615579194102
2024-02-20,0.5526164314587905
2024-02-21,0.5432993020924947
2024-02-22,0.530374850661156
2024-02-23,0.5348679674912287
2024-02-26,0.5362539064567876
2024-02-27,0.5405315599165349
2024-02-28,0.5517114771039832
2024-02-29,0.5367725948640403
2024-03-01,0.5515518942020406
2024-03-04,0.5283406192725688
2024-03-05,0.5347648481113634
2024-03-06,0.5539336132617354
2024-03-07,0.548921263446748
2024-03-08,0.5491045765890578
2024-03-11,0.550623412871725
2024-03-12,0.5407205432524561
2024-03-13,0.5307556080536983
2024-03-14,0.5373210740250993
2024-03-15,0.528512064585794
2024-03-18,0.553213959573946
2024-03-19,0.5397846859029836
2024-03-20,0.5272305094666914
2024-03-21,0.5220973195490083
2024-03-22,0.5495127086052096
2024-03-25,0.5547554358087377
2024-03-26,0.5260554568167827
2024-03-27,0.5370442844901238
2024-03-28,0.519852580000733
2024-04-01,0.5367962976901411
2024-04-02,0.562307364713624
2024-04-03,0.5449940067076889
2024-04-04,0.5462038097252858
2024-04-05,0.553387255124249
2024-04-08,0.5217214101118024
2024-04-09,0.5382197268589973
2024-04-10,0.5289557515005536
2024-04-11,0.5434236778241698
2024-04-12,0.5462693067297288
2024-04-15,0.5341926012262254
2024-04-16,0.5433002543908314
2024-04-17,0.5315840448453123
2024-04-18,0.5599886549334018
2024-04-19,0.5272631490616356
2024-04-22,0.5243508631778949
2024-04-23,0.534064452801897
2024-04-24,0.5411236318570242
2024-04-25,0.5282953438747618
2024-04-26,0.5431080386724533
2024-04-29,0.5470123910365584
2024-04-30,0.5291611816181436
2024-05-01,0.5435920613728815
2024-05-02,0.5351475148498624
2024-05-03,0.5341202118531688
2024-05-06,0.5351962475560427
2024-05-07,0.5524412694907564
2024-05-08,0.5446124535569972
2024-05-09,0.535093709600893
2024-05-10,0.546097714184635
2024-05-13,0.562083756050884
2024-05-14,0.5207179472634499
2024-05-15,0.5375966504786996
2024-05-16,0.5269972204869375
2024-05-17,0.5256433900500003
2024-05-20,0.5522129217495583
2024-05-21,0.5523209103787644
2024-05-22,0.549868070244561
2024-05-23,0.5336393433543217
2024-05-24,0.5380530083730668
2024-05-28,0.5491061374584848
2024-05-29,0.5523751380729608
2024-05-30,0.5340558811982002
2024-05-31,0.5482082459115333
2024-06-03,0.5482484420604021
2024-06-04,0.5291327117093573
2024-06-05,0.53503138141017
2024-06-06,0.5638702339371423
2024-06-07,0.5536540572564537
2024-06-10,0.5527633416569243
2024-06-11,0.5279637688216438
2024-06-12,0.5426904993126362
2024-06-13,0.5451010797451246
2024-06-14,0.5364970922730754
2024-06-17,0.5480512229543408
2024-06-18,0.5478321188244502
2024-06-20,0.5481569024854432
2024-06-21,0.5457385393457249
2024-06-24,0.54317380777232
2024-06-25,0.5518084808321105
2024-06-26,0.5380989911778656
2024-06-27,0.5358003946118003
2024-06-28,0.5237052319940315
2024-07-01,0.5424859989295413
2024-07-02,0.5295491516737808
2024-07-03,0.5349154511875095
2024-07-05,0.5442061132025052
2024-07-08,0.5324725023561001
2024-07-09,0.5368318619681838
2024-07-10,0.5367041533992855
2024-07-11,0.5390949219775644
2024-07-12,0.5463747848923678
2024-07-15,0.5433619676859833
2024-07-16,0.5322468259458975
2024-07-17,0.5400549568473879
2024-07-18,0.5599263988607858
2024-07-19,0.5319018828792653
2024-07-22,0.558088194465803
2024-07-23,0.5355848941093
2024-07-24,0.526283356530523
2024-07-25,0.5534301873118582
2024-07-26,0.53056670132875
2024-07-29,0.5514316725426687
2024-07-30,0.5413520078190628
2024-07-31,0.5421180216012219
2024-08-01,0.5263032851152696
2024-08-02,0.5591847430352637
2024-08-05,0.5384235579357662
2024-08-06,0.5199218410018768
2024-08-07,0.535765262572199
2024-08-08,0.5567492165092882
2024-08-09,0.5430826780919912
2024-08-12,0.5572479304863135
2024-08-13,0.5433814469661189
2024-08-14,0.5472557120011339
2024-08-15,0.5325216163672243
2024-08-16,0.5369984938605871
2024-08-19,0.5470339082994654
2024-08-20,0.5461258233252485
2024-08-21,0.5478050105563864
2024-08-22,0.529950375244827
2024-08-23,0.5543493054151679
2024-08-26,0.5545901107337429
2024-08-27,0.5440136422815068
2024-08-28,0.5595515590331169
2024-08-29,0.5456300179289436
2024-08-30,0.5434190548972723
2024-09-03,0.5415572606992267
2024-09-04,0.5436877365495735
2024-09-05,0.5430005617030002
2024-09-06,0.5291915390458856
2024-09-09,0.5229463539478519
2024-09-10,0.5409906873313511
2024-09-11,0.533354426897528
2024-09-12,0.5532085966037816
2024-09-13,0.5504068122559003
2024-09-16,0.5461038346893731
2024-09-17,0.5620233380789385
2024-09-18,0.5402739499023214
2024-09-19,0.5291163471619232
2024-09-20,0.5476006305165978
2024-09-23,0.547499458863271
2024-09-24,0.5475814796531616
2024-09-25,0.5514972331920212
2024-09-26,0.5544318048258116
2024-09-27,0.5545449184133596
2024-09-30,0.5364587586513547
2024-10-01,0.5304916223797534
2024-10-02,0.5302029261365222
2024-10-03,0.5505169338443003
2024-10-04,0.546336431308879
2024-10-07,0.5391936625817892
2024-10-08,0.5380063251864914
2024-10-09,0.5326604859669067
2024-10-10,0.5451852183122844
2024-10-11,0.5525965759987556
2024-10-14,0.5347662286433248
2024-10-15,0.5406845364327327
2024-10-16,0.555298726725498
2024-10-17,0.534242136373988
2024-10-18,0.5490523555885707
2024-10-21,0.5233312252674184
2024-10-22,0.5591707678696932
2024-10-23,0.5493538311540235
2024-10-24,0.5403538747214487
2024-10-25,0.5570238893839762
2024-10-28,0.5393871589083507
2024-10-29,0.5422817193304109
2024-10-30,0.5308532192710618
2024-10-31,0.5406612081092598
2024-11-01,0.5414603663935699
2024-11-04,0.5401518192430746
2024-11-05,0.549628491294953
2024-11-06,0.5456425637094618
2024-11-07,0.5276709764021582
2024-11-08,0.5328247483761467
2024-11-11,0.525308310031723
2024-11-12,0.5501310039222508
2024-11-13,0.5403085259805862
2024-11-14,0.5371623893100438
2024-11-15,0.5461706504969949
2024-11-18,0.5442771027098549
2024-11-19,0.5366695151008346
2024-11-20,0.5482073990368476
2024-11-21,0.5410356532604026
2024-11-22,0.5256301268530078
2024-11-25,0.5339009519619187
2024-11-26,0.5491270478513718
2024-11-27,0.5453385925111651
2024-11-29,0.5347430440152493
2024-12-02,0.546138205620835
2024-12-03,0.5322443497677577
2024-12-04,0.5383281307954564
2024-12-05,0.5458342913284813
2024-12-06,0.548666423578989
2024-12-09,0.5499556446521371
2024-12-10,0.5452040636055026
2024-12-11,0.5392637055883458
2024-12-12,0.5469911549218603
2024-12-13,0.5586890113885182
2024-12-16,0.5538545795217021
2024-12-17,0.5313038065308578
2024-12-18,0.5510137232496017
2024-12-19,0.5378036068819841
2024-12-20,0.5268992229800974
