Method,Total_Return,Annual_Return,Volatility,Sharpe_Ratio,Max_Drawdown,VaR95%,CVaR95%,Calmar_Ratio
equal_weight,2.086824787187352,0.16259962938537925,0.2717246831000852,0.5247945374651706,0.47856215003027924,0.024436814828278197,0.038624806498542504,0.3397670070127597
simple_rf_enhanced,2.1069833956065382,0.16350032752751745,0.2723601314581444,0.5268771415230801,0.4805617169877882,0.024432680296172182,0.03867417054469666,0.34022753321332966
rf_momentum,2.225028648638696,0.1688550611178736,0.2768904560805818,0.5375954925458073,0.4868708052103104,0.024258108983781557,0.038829139240522406,0.346816977544863
