Date,Ticker,Signal,Active_Count
2016-01-05,JPM,0.3,15
2016-01-05,COF,0.3,15
2016-01-05,BK,0.3,15
2016-01-05,PNC,0.3,15
2016-01-05,STT,0.3,15
2016-01-05,GS,0.3,15
2016-01-05,USB,0.3,15
2016-01-05,BAC,0.3,15
2016-01-05,WFC,0.19915713027415372,15
2016-01-05,MS,0.3,15
2016-01-05,TFC,0.3,15
2016-01-05,CB,0.3,15
2016-01-05,AXP,0.3,15
2016-01-05,C,0.3,15
2016-01-05,SCHW,0.06205958322521421,15
2016-04-06,JPM,0.3,15
2016-04-06,COF,0.3,15
2016-04-06,BK,0.3,15
2016-04-06,PNC,0.3,15
2016-04-06,STT,0.3,15
2016-04-06,GS,0.3,15
2016-04-06,USB,0.3,15
2016-04-06,BAC,0.3,15
2016-04-06,WFC,0.19147568442272078,15
2016-04-06,MS,0.3,15
2016-04-06,TFC,0.3,15
2016-04-06,CB,0.3,15
2016-04-06,AXP,0.3,15
2016-04-06,C,0.3,15
2016-04-06,SCHW,0.06646988009230825,15
2016-07-06,JPM,0.3,15
2016-07-06,COF,0.3,15
2016-07-06,BK,0.3,15
2016-07-06,PNC,0.3,15
2016-07-06,STT,0.3,15
2016-07-06,GS,0.3,15
2016-07-06,USB,0.3,15
2016-07-06,BAC,0.3,15
2016-07-06,WFC,0.1909659252767606,15
2016-07-06,MS,0.3,15
2016-07-06,TFC,0.3,15
2016-07-06,CB,0.3,15
2016-07-06,AXP,0.3,15
2016-07-06,C,0.3,15
2016-07-06,SCHW,0.05299968515335807,15
2016-10-04,JPM,0.3,15
2016-10-04,COF,0.3,15
2016-10-04,BK,0.3,15
2016-10-04,PNC,0.3,15
2016-10-04,STT,0.3,15
2016-10-04,GS,0.3,15
2016-10-04,USB,0.3,15
2016-10-04,BAC,0.3,15
2016-10-04,WFC,0.181105606277165,15
2016-10-04,MS,0.3,15
2016-10-04,TFC,0.3,15
2016-10-04,CB,0.3,15
2016-10-04,AXP,0.3,15
2016-10-04,C,0.3,15
2016-10-04,SCHW,0.05299968515335807,15
2017-01-04,JPM,0.3,15
2017-01-04,COF,0.3,15
2017-01-04,BK,0.3,15
2017-01-04,PNC,0.3,15
2017-01-04,STT,0.3,15
2017-01-04,GS,0.3,15
2017-01-04,USB,0.3,15
2017-01-04,BAC,0.3,15
2017-01-04,WFC,0.19313013573840898,15
2017-01-04,MS,0.3,15
2017-01-04,TFC,0.3,15
2017-01-04,CB,0.3,15
2017-01-04,AXP,0.3,15
2017-01-04,C,0.3,15
2017-01-04,SCHW,0.05299968515335807,15
2017-04-05,JPM,0.3,15
2017-04-05,COF,0.3,15
2017-04-05,BK,0.3,15
2017-04-05,PNC,0.3,15
2017-04-05,STT,0.3,15
2017-04-05,GS,0.3,15
2017-04-05,USB,0.3,15
2017-04-05,BAC,0.3,15
2017-04-05,WFC,0.19076509029496957,15
2017-04-05,MS,0.3,15
2017-04-05,TFC,0.3,15
2017-04-05,CB,0.3,15
2017-04-05,AXP,0.3,15
2017-04-05,C,0.3,15
2017-04-05,SCHW,0.051466861954008625,15
2017-07-06,JPM,0.3,15
2017-07-06,COF,0.3,15
2017-07-06,BK,0.3,15
2017-07-06,PNC,0.3,15
2017-07-06,STT,0.3,15
2017-07-06,GS,0.3,15
2017-07-06,USB,0.3,15
2017-07-06,BAC,0.3,15
2017-07-06,WFC,0.18350986159915617,15
2017-07-06,MS,0.3,15
2017-07-06,TFC,0.3,15
2017-07-06,CB,0.3,15
2017-07-06,AXP,0.3,15
2017-07-06,C,0.3,15
2017-07-06,SCHW,0.04386059709211243,15
2017-10-04,JPM,0.3,15
2017-10-04,COF,0.3,15
2017-10-04,BK,0.3,15
2017-10-04,PNC,0.3,15
2017-10-04,STT,0.3,15
2017-10-04,GS,0.3,15
2017-10-04,USB,0.3,15
2017-10-04,BAC,0.3,15
2017-10-04,WFC,0.19163511880732287,15
2017-10-04,MS,0.3,15
2017-10-04,TFC,0.3,15
2017-10-04,CB,0.3,15
2017-10-04,AXP,0.3,15
2017-10-04,C,0.3,15
2017-10-04,SCHW,0.051466861954008625,15
2018-01-04,JPM,0.3,15
2018-01-04,COF,0.3,15
2018-01-04,BK,0.3,15
2018-01-04,PNC,0.3,15
2018-01-04,STT,0.3,15
2018-01-04,GS,0.3,15
2018-01-04,USB,0.3,15
2018-01-04,BAC,0.3,15
2018-01-04,WFC,0.18583364166664884,15
2018-01-04,MS,0.3,15
2018-01-04,TFC,0.3,15
2018-01-04,CB,0.3,15
2018-01-04,AXP,0.3,15
2018-01-04,C,0.3,15
2018-01-04,SCHW,0.06646988009230825,15
2018-04-06,JPM,0.3,15
2018-04-06,COF,0.3,15
2018-04-06,BK,0.3,15
2018-04-06,PNC,0.3,15
2018-04-06,STT,0.3,15
2018-04-06,GS,0.3,15
2018-04-06,USB,0.3,15
2018-04-06,BAC,0.3,15
2018-04-06,WFC,0.16291500986868135,15
2018-04-06,MS,0.3,15
2018-04-06,TFC,0.3,15
2018-04-06,CB,0.3,15
2018-04-06,AXP,0.3,15
2018-04-06,C,0.3,15
2018-04-06,SCHW,0.042602723853941704,15
2018-07-06,JPM,0.3,15
2018-07-06,COF,0.3,15
2018-07-06,BK,0.3,15
2018-07-06,PNC,0.3,15
2018-07-06,STT,0.3,15
2018-07-06,GS,0.3,15
2018-07-06,USB,0.3,15
2018-07-06,BAC,0.3,15
2018-07-06,WFC,0.19144758699122022,15
2018-07-06,MS,0.3,15
2018-07-06,TFC,0.3,15
2018-07-06,CB,0.3,15
2018-07-06,AXP,0.3,15
2018-07-06,C,0.3,15
2018-07-06,SCHW,0.06493705689295903,15
2018-10-04,JPM,0.3,15
2018-10-04,COF,0.3,15
2018-10-04,BK,0.3,15
2018-10-04,PNC,0.3,15
2018-10-04,STT,0.3,15
2018-10-04,GS,0.3,15
2018-10-04,USB,0.3,15
2018-10-04,BAC,0.3,15
2018-10-04,WFC,0.19482898862550369,15
2018-10-04,MS,0.3,15
2018-10-04,TFC,0.3,15
2018-10-04,CB,0.3,15
2018-10-04,AXP,0.3,15
2018-10-04,C,0.3,15
2018-10-04,SCHW,0.06646988009230825,15
2019-01-07,JPM,0.3,15
2019-01-07,COF,0.3,15
2019-01-07,BK,0.3,15
2019-01-07,PNC,0.3,15
2019-01-07,STT,0.3,15
2019-01-07,GS,0.3,15
2019-01-07,USB,0.3,15
2019-01-07,BAC,0.3,15
2019-01-07,WFC,0.19070024444498612,15
