Date,BAC
2023-12-21,0.5496166943540456
2023-12-22,0.5524786016312156
2023-12-26,0.5545724458474536
2023-12-27,0.5515216830144657
2023-12-28,0.5523225299305841
2023-12-29,0.5538789182371282
2024-01-02,0.5484407219025841
2024-01-03,0.5555545175287376
2024-01-04,0.5572655059649808
2024-01-05,0.5496513634517411
2024-01-08,0.5541679009664164
2024-01-09,0.5543787181519034
2024-01-10,0.5574478576420869
2024-01-11,0.5483101682531317
2024-01-12,0.5477136680343667
2024-01-16,0.5555284166497217
2024-01-17,0.5536619114534151
2024-01-18,0.5515005846683984
2024-01-19,0.5379517240460875
2024-01-22,0.5516936183277926
2024-01-23,0.5548875493847261
2024-01-24,0.5553555902491524
2024-01-25,0.5546955583845538
2024-01-26,0.553084793617336
2024-01-29,0.5564472815554956
2024-01-30,0.551952149641652
2024-01-31,0.5492616273725323
2024-02-01,0.5567215725703476
2024-02-02,0.5517379228059918
2024-02-05,0.550643755834774
2024-02-06,0.5565669097232256
2024-02-07,0.5548334861950286
2024-02-08,0.5560105756785713
2024-02-09,0.549850340664129
2024-02-12,0.5546183441335578
2024-02-13,0.5497018935867398
2024-02-14,0.5517165681851324
2024-02-15,0.5422951707505169
2024-02-16,0.5558957257594033
2024-02-20,0.554034191639251
2024-02-21,0.555869374090214
2024-02-22,0.5447173912079978
2024-02-23,0.5550844213242345
2024-02-26,0.553318773045317
2024-02-27,0.5540640892095133
2024-02-28,0.5571822958805502
2024-02-29,0.5490454379866889
2024-03-01,0.5550639406785914
2024-03-04,0.5440084527038007
2024-03-05,0.5527897834177792
2024-03-06,0.558163894897249
2024-03-07,0.5548139134660623
2024-03-08,0.5538835614027328
2024-03-11,0.5520089759501134
2024-03-12,0.5525282321568046
2024-03-13,0.5456842837468008
2024-03-14,0.5517172480639845
2024-03-15,0.5540027467101423
2024-03-18,0.5529662185101314
2024-03-19,0.5498300031341511
2024-03-20,0.5417505891708555
2024-03-21,0.5451091362410984
2024-03-22,0.5540650878975136
2024-03-25,0.5572912873024403
2024-03-26,0.5560914188491519
2024-03-27,0.5440751618036016
2024-03-28,0.5541423355035259
2024-04-01,0.5540638291902632
2024-04-02,0.5532739029666546
2024-04-03,0.5541771862519963
2024-04-04,0.556602278954791
2024-04-05,0.5567716355004407
2024-04-08,0.5501205297498092
2024-04-09,0.5520087961518935
2024-04-10,0.5561040963987557
2024-04-11,0.5539858038155981
2024-04-12,0.5499414983717266
2024-04-15,0.5561829476264518
2024-04-16,0.5510234402455295
2024-04-17,0.5553987573456601
2024-04-18,0.5472056896128471
2024-04-19,0.5406798812123764
2024-04-22,0.5445352442634617
2024-04-23,0.5488995158437597
2024-04-24,0.5540384264719412
2024-04-25,0.5489984670096063
2024-04-26,0.5555848440754926
2024-04-29,0.5524285275028983
2024-04-30,0.5522114765642158
2024-05-01,0.5537635370612572
2024-05-02,0.5557859660082478
2024-05-03,0.5543698886352175
2024-05-06,0.5494584505248675
2024-05-07,0.5524490103420975
2024-05-08,0.554353605456854
2024-05-09,0.5525072552089256
2024-05-10,0.5507840692395406
2024-05-13,0.5565750185691496
2024-05-14,0.5515962329788316
2024-05-15,0.5492600690198768
2024-05-16,0.5517837439351007
2024-05-17,0.5476653410069101
2024-05-20,0.5479656479582468
2024-05-21,0.5536046597778786
2024-05-22,0.5554634668343427
2024-05-23,0.5511945419278167
2024-05-24,0.5538721310463056
2024-05-28,0.5538578117482135
2024-05-29,0.5553311526887231
2024-05-30,0.5465434759095148
2024-05-31,0.5439743937766113
2024-06-03,0.5519646284803218
2024-06-04,0.5549682941227742
2024-06-05,0.5546730437691649
2024-06-06,0.5566189807220098
2024-06-07,0.5478255953538959
2024-06-10,0.5556817059367005
2024-06-11,0.5500474182465047
2024-06-12,0.5527476305959764
2024-06-13,0.5541533821373681
2024-06-14,0.5565078793551078
2024-06-17,0.5555667485399438
2024-06-18,0.5492969432120623
2024-06-20,0.5524523092173822
2024-06-21,0.5552073844653042
2024-06-24,0.5475870964016664
2024-06-25,0.5542376084501366
2024-06-26,0.5530551391421282
2024-06-27,0.5475766036684308
2024-06-28,0.5433794784936156
2024-07-01,0.5526603962031462
2024-07-02,0.5487775629134535
2024-07-03,0.5518714647556103
2024-07-05,0.5539704638792157
2024-07-08,0.5554363114447578
2024-07-09,0.5469138550715266
2024-07-10,0.5504700919881934
2024-07-11,0.5488108795052687
2024-07-12,0.5562601425942714
2024-07-15,0.5481348616079215
2024-07-16,0.5486004850787941
2024-07-17,0.5529094942746638
2024-07-18,0.5481219703953917
2024-07-19,0.5521645438049841
2024-07-22,0.5461630665886114
2024-07-23,0.55565910273951
2024-07-24,0.5531147487014524
2024-07-25,0.551380817342013
2024-07-26,0.5451850979506047
2024-07-29,0.5560582153366007
2024-07-30,0.5503914644925418
2024-07-31,0.5555276008082185
2024-08-01,0.5460718355173153
2024-08-02,0.5465861433970899
2024-08-05,0.5523885105099322
2024-08-06,0.5535510552263136
2024-08-07,0.5560512303188471
2024-08-08,0.541857437757681
2024-08-09,0.5552095479777828
2024-08-12,0.5545468798125035
2024-08-13,0.5543622079784188
2024-08-14,0.5457242542049231
2024-08-15,0.5513751627749429
2024-08-16,0.5540175109653418
2024-08-19,0.556531462409969
2024-08-20,0.5560220618950036
2024-08-21,0.5523391837759181
2024-08-22,0.5547650058022595
2024-08-23,0.5459329324127755
2024-08-26,0.557171656660838
2024-08-27,0.5552766094080611
2024-08-28,0.5556834235180834
2024-08-29,0.5491049085436831
2024-08-30,0.5508149677214277
2024-09-03,0.5467128052529469
2024-09-04,0.552082943556143
2024-09-05,0.5538531448907493
2024-09-06,0.5523082321929914
2024-09-09,0.5431116511070032
2024-09-10,0.5479138359915775
2024-09-11,0.5521756126151877
2024-09-12,0.5518136430549557
2024-09-13,0.5529527567035407
2024-09-16,0.5465348182136635
2024-09-17,0.5548327850988598
2024-09-18,0.5549196905307439
2024-09-19,0.5395148259242059
2024-09-20,0.5539328877605852
2024-09-23,0.5554048844340985
2024-09-24,0.5582537504351611
2024-09-25,0.55287361643914
2024-09-26,0.5540022551137767
2024-09-27,0.5558283587381218
2024-09-30,0.5497283386150008
2024-10-01,0.5473489372066824
2024-10-02,0.5570387786616432
2024-10-03,0.556915618727767
2024-10-04,0.5402573320229248
2024-10-07,0.5519272414283204
2024-10-08,0.550485582096699
2024-10-09,0.5436464018545365
2024-10-10,0.5562135963688689
2024-10-11,0.5407859045675233
2024-10-14,0.5559181906034977
2024-10-15,0.5505239797084526
2024-10-16,0.5463017049322053
2024-10-17,0.5514252009891557
2024-10-18,0.5538810654899172
2024-10-21,0.552128286076382
2024-10-22,0.5533278967523022
2024-10-23,0.5546856303195159
2024-10-24,0.5540828438300668
2024-10-25,0.553338178110209
2024-10-28,0.5468504990723392
2024-10-29,0.5567856033792536
2024-10-30,0.5567679709375902
2024-10-31,0.5562928981940969
2024-11-01,0.5562314303688763
2024-11-04,0.5539521028684837
2024-11-05,0.5509362938210578
2024-11-06,0.5301535258389203
2024-11-07,0.5494468237802553
2024-11-08,0.5497390144809983
2024-11-11,0.5426765168224302
2024-11-12,0.5531391290317568
2024-11-13,0.5573218397092758
2024-11-14,0.5467903277095715
2024-11-15,0.5543350378841726
2024-11-18,0.553231946554099
2024-11-19,0.5552145288715885
2024-11-20,0.5538703167085911
2024-11-21,0.5498039605679244
2024-11-22,0.5463004360033055
2024-11-25,0.5538835770106371
2024-11-26,0.5519487274473209
2024-11-27,0.5558133573823726
2024-11-29,0.5571154668529634
2024-12-02,0.5537332423961782
2024-12-03,0.5526471972205441
2024-12-04,0.5558631515004052
2024-12-05,0.5496189944381163
2024-12-06,0.5600293628822469
2024-12-09,0.550388591102918
2024-12-10,0.5530484426913219
2024-12-11,0.5578414749597688
2024-12-12,0.5559217890258984
2024-12-13,0.5564701979553234
2024-12-16,0.5487943929261386
2024-12-17,0.552691875841167
2024-12-18,0.5468287059793612
2024-12-19,0.5530196167962483
2024-12-20,0.5491212626280563
