Method            , Total_Return      , Annual_Return      , Volatility         , Sharpe_Ratio      , Max_Drawdown
equal_weight      , 2.086824787187352 , 0.16259962938537925, 0.2717246831000852 , 0.5247945374651706, 0.47856215003027924
simple_rf_enhanced, 2.083253138713369 , 0.16264490554830294, 0.27237555666729196, 0.5237067058941136, 0.4800826045377971
rf_momentum       , 1.8692705763426476, 0.15508272119994176, 0.2740304378751535 , 0.4929478719494824, 0.49488216358587755
