Date,JPM
2023-12-21,0.5752734181399896
2023-12-22,0.5438033596033494
2023-12-26,0.5667319064179983
2023-12-27,0.5469384395088648
2023-12-28,0.5594999687886227
2023-12-29,0.5618677957019482
2024-01-02,0.5656186480058495
2024-01-03,0.5591364074144319
2024-01-04,0.5772828489799752
2024-01-05,0.554239922428981
2024-01-08,0.5551161145968283
2024-01-09,0.5769286656105327
2024-01-10,0.554635018846946
2024-01-11,0.5743074132573948
2024-01-12,0.5353455912349915
2024-01-16,0.537860658605482
2024-01-17,0.5749271865047266
2024-01-18,0.5843358064654373
2024-01-19,0.6113027207804048
2024-01-22,0.5793224539495957
2024-01-23,0.5739919492056766
2024-01-24,0.5730495776487842
2024-01-25,0.54817413140568
2024-01-26,0.5409756195621681
2024-01-29,0.5614430177432168
2024-01-30,0.5845886843350151
2024-01-31,0.566985601380596
2024-02-01,0.5836969706937903
2024-02-02,0.5741800114196325
2024-02-05,0.5723336595323948
2024-02-06,0.5677507248614947
2024-02-07,0.5718249977114911
2024-02-08,0.5663975388364353
2024-02-09,0.5344077475262073
2024-02-12,0.5550894479357247
2024-02-13,0.5704672038068824
2024-02-14,0.55481304432975
2024-02-15,0.5595512342703994
2024-02-16,0.5600762751799578
2024-02-20,0.5698205512020267
2024-02-21,0.5650495143792067
2024-02-22,0.5744092694315998
2024-02-23,0.5471870737673948
2024-02-26,0.5807606137206786
2024-02-27,0.545406869029148
2024-02-28,0.5675022520067682
2024-02-29,0.5582520906080212
2024-03-01,0.562722541149799
2024-03-04,0.567153907152701
2024-03-05,0.5743365459557696
2024-03-06,0.6036399318129994
2024-03-07,0.5676522668347129
2024-03-08,0.5573631948606215
2024-03-11,0.5518447638942273
2024-03-12,0.5703416629933785
2024-03-13,0.5453473788391651
2024-03-14,0.5689223315760193
2024-03-15,0.5316114521481724
2024-03-18,0.5587055960354687
2024-03-19,0.5402937094937049
2024-03-20,0.5606406037397744
2024-03-21,0.5541031863833632
2024-03-22,0.5690507922470571
2024-03-25,0.5645946595175125
2024-03-26,0.53801106752634
2024-03-27,0.5682285648914108
2024-03-28,0.5485744804161926
2024-04-01,0.5530678311085863
2024-04-02,0.5671759438651571
2024-04-03,0.5644665011961485
2024-04-04,0.5785337447321589
2024-04-05,0.561010532751713
2024-04-08,0.5498694874486448
2024-04-09,0.5368505536435301
2024-04-10,0.5633225504682874
2024-04-11,0.547986574765647
2024-04-12,0.5612339194969409
2024-04-15,0.5826999079599376
2024-04-16,0.5649603091480229
2024-04-17,0.565855094561493
2024-04-18,0.5554401544589515
2024-04-19,0.5984424412892873
2024-04-22,0.5535350377379077
2024-04-23,0.5814282274266249
2024-04-24,0.5454495837160708
2024-04-25,0.5584465365767305
2024-04-26,0.5409465243328482
2024-04-29,0.5654342941350866
2024-04-30,0.5825751068896873
2024-05-01,0.5466942029021443
2024-05-02,0.5482976118692999
2024-05-03,0.5394404277273807
2024-05-06,0.5575842232534614
2024-05-07,0.5507187014293681
2024-05-08,0.5611045385704482
2024-05-09,0.5622361831361488
2024-05-10,0.5591413110019402
2024-05-13,0.5539482075639807
2024-05-14,0.5543011441265961
2024-05-15,0.5339482635173805
2024-05-16,0.5653532263690759
2024-05-17,0.5552544288958646
2024-05-20,0.5640973494936482
2024-05-21,0.573605020465516
2024-05-22,0.598956928116732
2024-05-23,0.5718858696641126
2024-05-24,0.5651493168285097
2024-05-28,0.5788096707925621
2024-05-29,0.5545805550828312
2024-05-30,0.5384496409998446
2024-05-31,0.564104770481003
2024-06-03,0.5548605186474966
2024-06-04,0.5756968095260996
2024-06-05,0.534854395315
2024-06-06,0.5397161774250797
2024-06-07,0.5633772702613232
2024-06-10,0.569543738321446
2024-06-11,0.5692735001372307
2024-06-12,0.5512020785688144
2024-06-13,0.5508210835143283
2024-06-14,0.5710691351483328
2024-06-17,0.5794630002507262
2024-06-18,0.5645196629135355
2024-06-20,0.5653312855709866
2024-06-21,0.567357880612331
2024-06-24,0.5662194353774236
2024-06-25,0.5526083404435187
2024-06-26,0.5529265064887913
2024-06-27,0.5604496736044754
2024-06-28,0.5449067802864067
2024-07-01,0.5709465174049742
2024-07-02,0.5510695961533071
2024-07-03,0.5559573692253532
2024-07-05,0.5683589590249681
2024-07-08,0.5379674473083527
2024-07-09,0.5511872100988654
2024-07-10,0.5498286668052939
2024-07-11,0.5628816516393099
2024-07-12,0.5557568173554689
2024-07-15,0.5677768904689341
2024-07-16,0.6496772289650822
2024-07-17,0.6141689004256774
2024-07-18,0.5600417978662751
2024-07-19,0.5341812458337563
2024-07-22,0.5573213043827038
2024-07-23,0.5675931010178802
2024-07-24,0.5626450879139218
2024-07-25,0.5410559935658524
2024-07-26,0.5968907810238709
2024-07-29,0.5749938396808293
2024-07-30,0.5904635834855969
2024-07-31,0.5654051980066924
2024-08-01,0.5388643894651007
2024-08-02,0.5660184812870274
2024-08-05,0.5758413762023563
2024-08-06,0.5800880402108058
2024-08-07,0.56715785650315
2024-08-08,0.5742979609838638
2024-08-09,0.5875959469232918
2024-08-12,0.5736054747105889
2024-08-13,0.557866071758302
2024-08-14,0.5741856704911786
2024-08-15,0.5809520367824631
2024-08-16,0.5548948895310032
2024-08-19,0.5694707357052765
2024-08-20,0.5532849782175637
2024-08-21,0.5498835023874212
2024-08-22,0.568133211712671
2024-08-23,0.5706036596797169
2024-08-26,0.550524844134484
2024-08-27,0.561526254358241
2024-08-28,0.5829243157407592
2024-08-29,0.5350077363992569
2024-08-30,0.5585773301133864
2024-09-03,0.5821196636295342
2024-09-04,0.564590916637626
2024-09-05,0.5644382105563307
2024-09-06,0.5707051741877085
2024-09-09,0.5930161580318473
2024-09-10,0.5567149187440601
2024-09-11,0.5811326078337161
2024-09-12,0.5612582575008412
2024-09-13,0.5681210793046217
2024-09-16,0.560002245883998
2024-09-17,0.5712863227381052
2024-09-18,0.5497622417050101
2024-09-19,0.5573281288216588
2024-09-20,0.5614128318727222
2024-09-23,0.5432725656776246
2024-09-24,0.5535679530642823
2024-09-25,0.5795071642547596
2024-09-26,0.5786786990404015
2024-09-27,0.5427487035670878
2024-09-30,0.5580111343545897
2024-10-01,0.574580475946303
2024-10-02,0.567226245787401
2024-10-03,0.5582815931377432
2024-10-04,0.5615231764017312
2024-10-07,0.5269897026208294
2024-10-08,0.5438547478487336
2024-10-09,0.534819455563801
2024-10-10,0.563905301674102
2024-10-11,0.6105638407477235
2024-10-14,0.5740340290154258
2024-10-15,0.5449914513860254
2024-10-16,0.5908697798557193
2024-10-17,0.5695968022121712
2024-10-18,0.5809115738504868
2024-10-21,0.5741184762185938
2024-10-22,0.5778220707332592
2024-10-23,0.5452454561981649
2024-10-24,0.5557025301052136
2024-10-25,0.5224036712665477
2024-10-28,0.5923298878852479
2024-10-29,0.5561967003833778
2024-10-30,0.5634425793694139
2024-10-31,0.5593679417327125
2024-11-01,0.549543714204128
2024-11-04,0.555076419892766
2024-11-05,0.5788917257825494
2024-11-06,0.5717484880650178
2024-11-07,0.5590268602607988
2024-11-08,0.5405940891225959
2024-11-11,0.5654083021974529
2024-11-12,0.5844782384643378
2024-11-13,0.5608567504356169
2024-11-14,0.5549827959085326
2024-11-15,0.5436810296046716
2024-11-18,0.5400863749998313
2024-11-19,0.5756643387073147
2024-11-20,0.5537660747846974
2024-11-21,0.5959092819546056
2024-11-22,0.5789430015897626
2024-11-25,0.558069931779471
2024-11-26,0.5632861705469094
2024-11-27,0.5527779512251066
2024-11-29,0.5556197736951934
2024-12-02,0.5536549879486956
2024-12-03,0.5506285898476895
2024-12-04,0.5639608449262695
2024-12-05,0.5469264852867397
2024-12-06,0.5705689935448791
2024-12-09,0.5278850412508257
2024-12-10,0.5651703612108102
2024-12-11,0.5624832747041673
2024-12-12,0.5422423435330523
2024-12-13,0.5800288766994796
2024-12-16,0.5557194274269369
2024-12-17,0.5761789531101261
2024-12-18,0.5533896914252155
2024-12-19,0.5818400089886163
2024-12-20,0.5805996909370467
