Date,USB
2023-12-22,0.5633010787263738
2023-12-26,0.5481849857529769
2023-12-27,0.5621845781084093
2023-12-28,0.5670256848366959
2023-12-29,0.5410153114626733
2024-01-02,0.5572845029477667
2024-01-03,0.5296258101614314
2024-01-04,0.5774571766557233
2024-01-05,0.5400876567708012
2024-01-08,0.5655766958216238
2024-01-09,0.5452530443821151
2024-01-10,0.5565848619555128
2024-01-11,0.538680274660047
2024-01-12,0.5335289156842139
2024-01-16,0.5332577886556701
2024-01-17,0.5395820725085693
2024-01-18,0.5497431608274371
2024-01-19,0.5107326723173565
2024-01-22,0.5230544226793844
2024-01-23,0.5404195802641748
2024-01-24,0.5500107194402917
2024-01-25,0.5585202051066466
2024-01-26,0.5500851662661858
2024-01-29,0.560112588994704
2024-01-30,0.5693961541359241
2024-01-31,0.5094908920570677
2024-02-01,0.5513657365461754
2024-02-02,0.5634073081280143
2024-02-05,0.5378438505578684
2024-02-06,0.5599360486183356
2024-02-07,0.548468378712235
2024-02-08,0.5646992988100089
2024-02-09,0.5431059995443527
2024-02-12,0.558470551517691
2024-02-13,0.5034225492697678
2024-02-14,0.5046183941526815
2024-02-15,0.5377698805060054
2024-02-16,0.5467839222568346
2024-02-20,0.54375276787338
2024-02-21,0.5397680048132488
2024-02-22,0.5596339503158229
2024-02-23,0.5694141996413636
2024-02-26,0.5470240805929334
2024-02-27,0.5549404031954914
2024-02-28,0.570528973479501
2024-02-29,0.5273623669699772
2024-03-01,0.5525165140339486
2024-03-04,0.5412723264480488
2024-03-05,0.5474105185298749
2024-03-06,0.5555743180159475
2024-03-07,0.5455162359003491
2024-03-08,0.5446803536374517
2024-03-11,0.523448169166086
2024-03-12,0.5454086243149633
2024-03-13,0.5639685626210938
2024-03-14,0.5109448229627522
2024-03-15,0.5455338554020474
2024-03-18,0.5216763244578757
2024-03-19,0.5600853502174304
2024-03-20,0.5097236155673389
2024-03-21,0.5161329936812996
2024-03-22,0.5453388095488918
2024-03-25,0.5425188307466812
2024-03-26,0.5464823609828071
2024-03-27,0.5405162456913298
2024-03-28,0.5563510310462174
2024-04-01,0.5312337669212596
2024-04-02,0.5359232268454183
2024-04-03,0.547784855369799
2024-04-04,0.5680288343999876
2024-04-05,0.5610552209018231
2024-04-08,0.5465298414026041
2024-04-09,0.5700905517722212
2024-04-10,0.505588159926973
2024-04-11,0.5459830457675402
2024-04-12,0.5331365975063321
2024-04-15,0.5574206686166333
2024-04-16,0.49379304056818024
2024-04-17,0.5331493655634939
2024-04-18,0.508480969617105
2024-04-19,0.5282411678501311
2024-04-22,0.5140514472671796
2024-04-23,0.5596428098704508
2024-04-24,0.5432246657456156
2024-04-25,0.5349183245394363
2024-04-26,0.5459110805344153
2024-04-29,0.5630173323334767
2024-04-30,0.5408391806140663
2024-05-01,0.5604422627992408
2024-05-02,0.5610638807358392
2024-05-03,0.5678230092969474
2024-05-06,0.5411120493384902
2024-05-07,0.5369543076050398
2024-05-08,0.5752893588028183
2024-05-09,0.5412384757662894
2024-05-10,0.5572168207838958
2024-05-13,0.534675070573866
2024-05-14,0.5567764382212705
2024-05-15,0.5532055317647597
2024-05-16,0.5330379029119139
2024-05-17,0.5193885254664227
2024-05-20,0.5222346366979632
2024-05-21,0.5626225934323894
2024-05-22,0.5527647556322145
2024-05-23,0.5566419455508315
2024-05-24,0.5541370333774206
2024-05-28,0.5298684351807149
2024-05-29,0.5324044026838233
2024-05-30,0.5091960666913011
2024-05-31,0.5283099176784413
2024-06-03,0.5367910980920662
2024-06-04,0.543338116230514
2024-06-05,0.5414255881403022
2024-06-06,0.5268651736973805
2024-06-07,0.5394106502614173
2024-06-10,0.5406786132546748
2024-06-11,0.5601128822478749
2024-06-12,0.5356282286826861
2024-06-13,0.551881038183942
2024-06-14,0.5469452112626368
2024-06-17,0.5714881932856858
2024-06-18,0.5462652800995184
2024-06-20,0.5655509536163317
2024-06-21,0.575337350848011
2024-06-24,0.5397682781968894
2024-06-25,0.5327727822270407
2024-06-26,0.5399545621015001
2024-06-27,0.5383318985791834
2024-06-28,0.5158044940438972
2024-07-01,0.5456880494009578
2024-07-02,0.5321453969201017
2024-07-03,0.5455607042095708
2024-07-05,0.5276214873020991
2024-07-08,0.5332685241006226
2024-07-09,0.5355699941973407
2024-07-10,0.5535850728183932
2024-07-11,0.5240861424418282
2024-07-12,0.5653962297442123
2024-07-15,0.5519809274187896
2024-07-16,0.5164682960632144
2024-07-17,0.5339327964178455
2024-07-18,0.5203049436093912
2024-07-19,0.575446570518755
2024-07-22,0.545620855120578
2024-07-23,0.5763392986493243
2024-07-24,0.5434139033394527
2024-07-25,0.5336439133650129
2024-07-26,0.543726143135399
2024-07-29,0.5629886549151468
2024-07-30,0.5631164899017813
2024-07-31,0.5545580755763884
2024-08-01,0.5239447513892811
2024-08-02,0.5292984352341129
2024-08-05,0.5341789462428801
2024-08-06,0.5582546777737772
2024-08-07,0.529684629644552
2024-08-08,0.5416222443636379
2024-08-09,0.5681345184830708
2024-08-12,0.5324337569065564
2024-08-13,0.5729664624439769
2024-08-14,0.5332926629342561
2024-08-15,0.5288192463860337
2024-08-16,0.547060973508986
2024-08-19,0.5506202782851021
2024-08-20,0.5579532747611483
2024-08-21,0.5617467594887948
2024-08-22,0.5713570826485883
2024-08-23,0.5426502849169799
2024-08-26,0.5403568673319225
2024-08-27,0.5622966665739171
2024-08-28,0.5440207485056504
2024-08-29,0.5720455660932663
2024-08-30,0.5383092937063162
2024-09-03,0.5346112663151154
2024-09-04,0.5448228301100501
2024-09-05,0.5490198270027714
2024-09-06,0.5373481812370219
2024-09-09,0.5514988399280806
2024-09-10,0.5450702458906757
2024-09-11,0.5485495801609596
2024-09-12,0.5569629864558676
2024-09-13,0.5399116726668808
2024-09-16,0.5465687920876311
2024-09-17,0.5548723481869356
2024-09-18,0.5556679008052927
2024-09-19,0.49289487252688363
2024-09-20,0.5244800083480542
2024-09-23,0.5423843405093219
2024-09-24,0.5417259858370188
2024-09-25,0.5488638603443244
2024-09-26,0.5414516148983616
2024-09-27,0.565833387658429
2024-09-30,0.5486441310335004
2024-10-01,0.5122264483073424
2024-10-02,0.5608422006036408
2024-10-03,0.5465312791086768
2024-10-04,0.5285260023973352
2024-10-07,0.5358227568527655
2024-10-08,0.5305849784403661
2024-10-09,0.5390804637719446
2024-10-10,0.5450579893241866
2024-10-11,0.5380553431333198
2024-10-14,0.5672088917606141
2024-10-15,0.5327689265631925
2024-10-16,0.5313196286333826
2024-10-17,0.534776176831012
2024-10-18,0.5560094752183723
2024-10-21,0.5198083194527713
2024-10-22,0.5595755608483749
2024-10-23,0.5754317235433437
2024-10-24,0.5651267455894199
2024-10-25,0.5333585612923173
2024-10-28,0.5307230270257889
2024-10-29,0.5403041902585362
2024-10-30,0.5725378924015722
2024-10-31,0.5375730006577836
2024-11-01,0.5615710834295302
2024-11-04,0.5351345117038379
2024-11-05,0.5281290008195713
2024-11-06,0.5340059866028577
2024-11-07,0.5522846490340415
2024-11-08,0.5496819947931049
2024-11-11,0.505272070720337
2024-11-12,0.5542564878625145
2024-11-13,0.5609941946065052
2024-11-14,0.5430437411955839
2024-11-15,0.501319075754435
2024-11-18,0.5652663001410556
2024-11-19,0.5582670925417076
2024-11-20,0.5574189592200738
2024-11-21,0.5585347164035879
2024-11-22,0.5250235779875241
2024-11-25,0.5412839602438873
2024-11-26,0.5722367763933195
2024-11-27,0.5447846894752346
2024-11-29,0.5615938044803755
2024-12-02,0.5236061319317193
2024-12-03,0.5435041071171448
2024-12-04,0.5466203860674478
2024-12-05,0.5262473712450206
2024-12-06,0.5728131927496886
2024-12-09,0.5484130900764875
2024-12-10,0.5539803347231064
2024-12-11,0.5391421744258605
2024-12-12,0.539353200250383
2024-12-13,0.5544278245648894
2024-12-16,0.5379985265428842
2024-12-17,0.5326238329625866
2024-12-18,0.5250905380518471
2024-12-19,0.5470973816210035
2024-12-20,0.5315650815103252
