Date,AXP,BAC,BK,C,CB,COF,GS,JPM,MS,PNC,SCHW,STT,TFC,USB,WFC
2015-12-31,0.5684274780237633,0.5458831018725513,0.5448838577927716,0.5325279516136139,0.5205818827013902,0.5517707879226896,0.5321700441819491,0.560270227537476,0.5676789067616937,0.5776769284617241,0.5538863246149929,0.5376465396929142,0.5229642249952018,0.5242662104635343,0.5148118713372886
2016-01-04,0.5793204870233652,0.531655698997144,0.5375764419792893,0.521230004570013,0.5211736870247283,0.5495141456181355,0.5291556598539493,0.5562346740568838,0.5660922558348812,0.5768062363986435,0.5630240797062855,0.538764309145157,0.5271066226759862,0.525248057604041,0.545271984992119
2016-01-05,0.5757932262078178,0.5390196184209496,0.5369376311179377,0.5452767735779449,0.5118186088219654,0.5492568378851634,0.5406400978169987,0.5641854775374464,0.5723668134234057,0.5740364205429958,0.5586617345928475,0.5388131390848006,0.5339698595765137,0.5338001722434678,0.512892074648873
2016-01-06,0.5753040281961559,0.5503486179758657,0.5444936962049216,0.5387975569819144,0.5165100837558322,0.5506211962600421,0.5617332925808055,0.5593194078201511,0.5705608026262814,0.5804982701232834,0.5714052896201555,0.5340930722792352,0.5349678693423054,0.52769426733578,0.5230223175295328
2016-01-07,0.5690431948492662,0.5277078376813773,0.5330661424102365,0.5303781842991269,0.5066475030872346,0.5589669058952124,0.5331115534378463,0.5620481349893329,0.5722034280560051,0.5808850743786527,0.5708278744370767,0.5500661495530932,0.5174680176875011,0.5383674920767969,0.5247795145151565
2016-01-08,0.5745784885558194,0.5248242914647655,0.5395731416752246,0.5282817535299003,0.5512145923021979,0.5465153457781305,0.5406914431364798,0.5653250035480771,0.5730204270684001,0.5734511832807415,0.5545448802550837,0.5413349323478072,0.5278589451781287,0.533602884476634,0.5363069017681149
2016-01-11,0.5775582701488589,0.5293761968736781,0.5411051710964162,0.5536003955326988,0.5477067955980826,0.5516553442123301,0.5383297890778799,0.5610024454937039,0.5714078702713885,0.5843261945117539,0.5653202095547836,0.5351268500780166,0.5317417116133007,0.5345996252980981,0.5218582876289071
2016-01-12,0.5736604818914287,0.5375968515647488,0.5411812380144351,0.5650040182426592,0.522559424839999,0.5496611465073442,0.5331761478030485,0.5616055044042424,0.5708353564076317,0.5851553564946416,0.5665167230717557,0.5396171009992573,0.5309384074553235,0.5231997726091012,0.5329287445701313
2016-01-13,0.5781803189086903,0.5255630756167631,0.5333821396941479,0.5190931588338576,0.5047401227882705,0.5654301925013357,0.5284467394302493,0.5553095274959579,0.5661826974877113,0.5794620505397271,0.569204413763473,0.546383653184735,0.5086125587645416,0.5287805769881786,0.5444762751296148
2016-01-14,0.5696173595422797,0.5386601391677143,0.5426182985420804,0.5591072791822349,0.5216553223466386,0.5525882659462628,0.5399269585137736,0.5601029103374563,0.5726999742604076,0.5895849365494034,0.5661539656673311,0.5262847169981352,0.5347837350906068,0.5254062973473375,0.5333920180073319
2016-01-15,0.577474579016706,0.5543173915715809,0.5371855245075768,0.534589896502407,0.5129559890610814,0.5441524836280757,0.5461569013318124,0.5626938325429326,0.5709690323147234,0.5719906548270639,0.5666854363244077,0.5465121338161436,0.5441388052022254,0.5221648814040788,0.513501494278368
2016-01-19,0.5695994411439079,0.5348601578264731,0.5382500698609447,0.557029962026295,0.5127101696250621,0.5534344672223007,0.5406452064798678,0.5425429266440824,0.5706998547816029,0.5757976353003801,0.5606293652012297,0.5504511835353684,0.525473492939417,0.5231236331989508,0.5211836203343989
2016-01-20,0.5754259267463345,0.5321429787663675,0.5520827541642677,0.5257060026450701,0.5068410405520143,0.5423207881493985,0.5276780400169423,0.5459626656921801,0.5608934090688308,0.5306904178048464,0.5155508891519154,0.5428606134787064,0.5055177651921865,0.5419468401786508,0.5324873328028705
2016-01-21,0.576514929547371,0.5576357521870254,0.5523498955754741,0.49909491465781813,0.5440812441422184,0.5363620286171311,0.5268865506630283,0.5460066992787,0.5614155613743793,0.5225988762828779,0.5203943000313093,0.5404512972300799,0.5519869888278881,0.5419646874622863,0.5275382093455959
2016-01-22,0.5742238627606076,0.5591116879196396,0.554847526051712,0.5111134578800339,0.549089532819951,0.5306362192285524,0.5432027917948845,0.547144742476694,0.5602458733446161,0.5237086687110466,0.5785123626237519,0.549676922268654,0.5464756110489931,0.5332587391296193,0.5177887212606376
2016-01-25,0.572048429872592,0.5505842435385905,0.5511516661717437,0.510943130755898,0.5503313268893932,0.5188533124325544,0.539852713947061,0.5371511468612131,0.556542504386314,0.5233540404265095,0.5073195300724486,0.5358516515619233,0.5784139349506541,0.5444584698392687,0.5282254945710435
2016-01-26,0.5752960707237765,0.5456603360805466,0.5396394812437523,0.5085524121802774,0.5379850905663556,0.548301792929615,0.5324474207895523,0.5538400731304803,0.5743016916463757,0.5764993505655459,0.5648484161065894,0.5306914222579076,0.5546648739218683,0.5277022898755029,0.5251241183441919
2016-01-27,0.5757151792739248,0.544677965373267,0.539615603264779,0.5421501419979681,0.5433575760566854,0.5503618474320874,0.5395493852723285,0.5469923667579342,0.5701573101242584,0.5757290506133714,0.5611433864448826,0.5471159614624649,0.5550568973813101,0.5324867326391636,0.5133366091992089
2016-01-28,0.5995622473189562,0.5496862385242646,0.5372132693599575,0.5119509252203429,0.5402135273997871,0.5480459009582136,0.5301094041528407,0.5501521342029951,0.5731747716928544,0.5306361343554935,0.524360478911363,0.5442722420168591,0.5335090598908547,0.5439696918831384,0.5207661145836026
2016-01-29,0.5973059326153893,0.5526063080617695,0.5431639741675374,0.5409494831788874,0.5213590675803419,0.5618319782961877,0.5425453895852992,0.5598704831270263,0.5628517281519796,0.5776406713014767,0.5568592992594582,0.5426806909688597,0.5340250179396555,0.54072600806554,0.5138653991252509
2016-02-01,0.5784540546938315,0.5355068345799394,0.5408299655912516,0.5316350002775184,0.5146577540404442,0.5527212061705101,0.5366841121664888,0.5633810777818498,0.5670503804507169,0.5699374215574792,0.5668965249229172,0.5431833842285869,0.5363171047732228,0.5246538546405056,0.5368371434373277
2016-02-02,0.5764993374064413,0.531613513813616,0.53513498390862,0.526224967291073,0.5171978583396909,0.5540710660953296,0.5298526985516055,0.5597268341899471,0.5727504728927012,0.569334876221504,0.5608201413664311,0.5476660435612424,0.5620342123758413,0.5383873234512816,0.53806441467775
2016-02-03,0.5727864582479525,0.5437479472357276,0.5408242310436097,0.5680446551217849,0.5183096498451176,0.5605344756094987,0.5444145619455175,0.5670668641883921,0.5730365454350544,0.5858029647505435,0.5650761138276134,0.5319320533966274,0.5331224261477545,0.5255354505331059,0.5189749715917885
2016-02-04,0.5714532874287961,0.540417176012186,0.5406999071470138,0.5270092044646604,0.5135479280628796,0.5579732252197279,0.5342223803906868,0.5623958371553508,0.5674792076690542,0.5765081577876542,0.5719383966157677,0.5440657415307344,0.5401757971239299,0.5265889666969304,0.52419607191484
2016-02-05,0.5786823450122744,0.5323369686906176,0.5414338831003096,0.5491686535748996,0.544826205467159,0.5498853666662195,0.532016423509623,0.5456826301111348,0.5754392851751517,0.5838089887205052,0.564071937687358,0.5497713197949563,0.5210321886411833,0.5296684006657348,0.5400122514261558
2016-02-08,0.5944246678780817,0.5616341485004215,0.5535969639479934,0.5026742327848017,0.553617874558865,0.5285225609253174,0.5336239561262611,0.5466094468504978,0.5559849722857322,0.5367010827868134,0.5263144488999641,0.535923685696108,0.5724593716258868,0.538497731948001,0.5185658627717298
2016-02-09,0.6005114105135004,0.55603676121569,0.5487442016526816,0.5219765712702434,0.543198674003374,0.5482446780656243,0.5294411611377174,0.5481063627053308,0.5600905455646238,0.5300020736238122,0.5213294944745854,0.5434629128667862,0.5480280234571488,0.5404499871763571,0.5318083450243453
