Date,Ticker,Signal,Active_Count
2016-01-05,CB,0.3,15
2016-01-05,PNC,0.3,15
2016-01-05,WFC,0.3,15
2016-01-05,STT,0.3,15
2016-01-05,COF,0.051301074598968655,15
2016-01-05,GS,0.3,15
2016-01-05,BAC,0.3,15
2016-01-05,SCHW,0.3,15
2016-01-05,MS,0.3,15
2016-01-05,C,0.3,15
2016-01-05,TFC,0.3,15
2016-01-05,BK,-0.11944098973844237,15
2016-01-05,USB,0.3,15
2016-01-05,AXP,0.3,15
2016-01-05,JPM,0.3,15
2016-04-06,CB,0.3,15
2016-04-06,PNC,0.3,15
2016-04-06,WFC,0.3,15
2016-04-06,STT,0.3,15
2016-04-06,COF,0.10374780030246578,15
2016-04-06,GS,0.3,15
2016-04-06,BAC,0.3,15
2016-04-06,SCHW,0.3,15
2016-04-06,MS,0.3,15
2016-04-06,C,0.3,15
2016-04-06,TFC,0.3,15
2016-04-06,BK,0.012890417130705045,15
2016-04-06,USB,0.3,15
2016-04-06,AXP,0.3,15
2016-04-06,JPM,0.3,15
2016-07-06,CB,0.3,15
2016-07-06,PNC,0.3,15
2016-07-06,WFC,0.3,15
2016-07-06,STT,0.3,15
2016-07-06,COF,-0.010662473289127533,15
2016-07-06,GS,0.3,15
2016-07-06,BAC,0.3,15
2016-07-06,SCHW,0.3,15
2016-07-06,MS,0.3,15
2016-07-06,C,0.3,15
2016-07-06,TFC,0.3,15
2016-07-06,BK,-0.022977449841175362,15
2016-07-06,USB,0.3,15
2016-07-06,AXP,0.3,15
2016-07-06,JPM,0.3,15
2016-10-04,CB,0.3,15
2016-10-04,PNC,0.3,15
2016-10-04,WFC,0.3,15
2016-10-04,STT,0.3,15
2016-10-04,COF,-0.010662473289127533,15
2016-10-04,GS,0.3,15
2016-10-04,BAC,0.3,15
2016-10-04,SCHW,0.3,15
2016-10-04,MS,0.3,15
2016-10-04,C,0.3,15
2016-10-04,TFC,0.3,15
2016-10-04,BK,0.03332067867983965,15
2016-10-04,USB,0.3,15
2016-10-04,AXP,0.3,15
2016-10-04,JPM,0.3,15
2017-01-04,CB,0.3,14
2017-01-04,PNC,0.001016709332848753,14
2017-01-04,WFC,0.3,14
2017-01-04,STT,0.3,14
2017-01-04,COF,0.0413244066092934,14
2017-01-04,GS,0.3,14
2017-01-04,BAC,0.3,14
2017-01-04,SCHW,0.3,14
2017-01-04,MS,0.3,14
2017-01-04,C,0.3,14
2017-01-04,TFC,0.3,14
2017-01-04,BK,-0.06840606986448819,14
2017-01-04,USB,0.3,14
2017-01-04,AXP,0.3,14
2017-01-04,JPM,0.3,14
2017-04-05,CB,0.3,15
2017-04-05,PNC,0.3,15
2017-04-05,WFC,0.3,15
2017-04-05,STT,0.3,15
2017-04-05,COF,0.1471873389574711,15
2017-04-05,GS,0.3,15
2017-04-05,BAC,0.3,15
2017-04-05,SCHW,0.3,15
2017-04-05,MS,0.2878175659784416,15
2017-04-05,C,0.3,15
2017-04-05,TFC,0.3,15
2017-04-05,BK,0.012890417130705045,15
2017-04-05,USB,0.3,15
2017-04-05,AXP,0.3,15
2017-04-05,JPM,0.3,15
2017-07-06,CB,0.3,15
2017-07-06,PNC,0.3,15
2017-07-06,WFC,0.3,15
2017-07-06,STT,0.3,15
2017-07-06,COF,0.21667631909076412,15
2017-07-06,GS,0.3,15
2017-07-06,BAC,0.3,15
2017-07-06,SCHW,0.3,15
2017-07-06,MS,0.3,15
2017-07-06,C,0.3,15
2017-07-06,TFC,0.3,15
2017-07-06,BK,0.012890417130705045,15
2017-07-06,USB,0.3,15
2017-07-06,AXP,0.3,15
2017-07-06,JPM,0.3,15
2017-10-04,CB,0.3,15
2017-10-04,PNC,0.3,15
2017-10-04,WFC,0.3,15
2017-10-04,STT,0.3,15
2017-10-04,COF,0.1471873389574711,15
2017-10-04,GS,0.3,15
2017-10-04,BAC,0.3,15
2017-10-04,SCHW,0.3,15
2017-10-04,MS,0.3,15
2017-10-04,C,0.3,15
2017-10-04,TFC,0.3,15
2017-10-04,BK,0.012890417130705045,15
2017-10-04,USB,0.3,15
2017-10-04,AXP,0.3,15
2017-10-04,JPM,0.3,15
2018-01-04,CB,0.3,15
2018-01-04,PNC,0.18328873724580524,15
2018-01-04,WFC,0.3,15
2018-01-04,STT,0.3,15
2018-01-04,COF,0.1609533683583818,15
2018-01-04,GS,0.3,15
2018-01-04,BAC,0.3,15
2018-01-04,SCHW,0.3,15
2018-01-04,MS,0.3,15
2018-01-04,C,0.3,15
2018-01-04,TFC,0.3,15
2018-01-04,BK,0.02378265131128085,15
2018-01-04,USB,0.3,15
2018-01-04,AXP,0.3,15
2018-01-04,JPM,0.3,15
2018-04-06,CB,0.3,15
2018-04-06,PNC,0.3,15
2018-04-06,WFC,0.3,15
2018-04-06,STT,0.3,15
2018-04-06,COF,0.2711606420594489,15
2018-04-06,GS,0.3,15
2018-04-06,BAC,0.15637074659903655,15
2018-04-06,SCHW,0.3,15
2018-04-06,MS,-0.19782628068527133,15
2018-04-06,C,0.3,15
2018-04-06,TFC,0.3,15
2018-04-06,BK,-0.17065631128210407,15
2018-04-06,USB,0.3,15
2018-04-06,AXP,0.3,15
2018-04-06,JPM,0.3,15
2018-07-06,CB,0.3,15
2018-07-06,PNC,0.16277527510080186,15
2018-07-06,WFC,0.3,15
2018-07-06,STT,0.3,15
2018-07-06,COF,-0.010662473289127533,15
2018-07-06,GS,0.3,15
2018-07-06,BAC,0.3,15
2018-07-06,SCHW,0.3,15
2018-07-06,MS,0.3,15
2018-07-06,C,0.3,15
2018-07-06,TFC,0.3,15
2018-07-06,BK,0.012890417130705045,15
2018-07-06,USB,0.3,15
2018-07-06,AXP,0.3,15
2018-07-06,JPM,0.3,15
2018-10-04,CB,0.3,15
2018-10-04,PNC,0.3,15
2018-10-04,WFC,0.3,15
2018-10-04,STT,0.3,15
2018-10-04,COF,0.10374780030246578,15
2018-10-04,GS,0.3,15
2018-10-04,BAC,0.3,15
2018-10-04,SCHW,0.3,15
2018-10-04,MS,0.3,15
2018-10-04,C,0.3,15
2018-10-04,TFC,0.3,15
2018-10-04,BK,-0.022977449841175362,15
2018-10-04,USB,0.3,15
2018-10-04,AXP,0.3,15
2018-10-04,JPM,0.3,15
2019-01-07,CB,0.3,15
2019-01-07,PNC,0.23928593169508117,15
2019-01-07,WFC,0.3,15
2019-01-07,STT,0.3,15
2019-01-07,COF,0.0651663023099231,15
2019-01-07,GS,0.3,15
2019-01-07,BAC,0.3,15
2019-01-07,SCHW,0.3,15
2019-01-07,MS,0.3,15
2019-01-07,C,0.3,15
2019-01-07,TFC,0.3,15
2019-01-07,BK,0.012890417130705045,15
