Method,Total_Return,Annual_Return,Volatility,Sharpe_Ratio,Max_Drawdown
equal_weight,2.086824787187352,0.16259962938537925,0.2717246831000852,0.5247945374651706,0.47856215003027924
simple_rf_enhanced,2.1069833956065427,0.1635003275275178,0.2723601314581444,0.5268771415230814,0.48056171698778805
rf_momentum,1.9431588049334856,0.15811595002883136,0.2747264482460687,0.5027399105932561,0.496601748281054
