Date,BK
2023-12-21,0.5295932041456363
2023-12-22,0.5496274492877049
2023-12-26,0.5234560744665799
2023-12-27,0.5337814551579719
2023-12-28,0.5426317922152893
2023-12-29,0.5345996598786437
2024-01-02,0.5313390674649247
2024-01-03,0.5410459646243249
2024-01-04,0.5506830601643941
2024-01-05,0.5419895659318099
2024-01-08,0.5507805030047571
2024-01-09,0.5558697101752131
2024-01-10,0.5310711068395219
2024-01-11,0.5413758262135447
2024-01-12,0.559035000732181
2024-01-16,0.5249780544904626
2024-01-17,0.5222374762752171
2024-01-18,0.5303455152418552
2024-01-19,0.5238991478379066
2024-01-22,0.5558199640925723
2024-01-23,0.5685782372241571
2024-01-24,0.5682264813348302
2024-01-25,0.5287305605999952
2024-01-26,0.5518019650656095
2024-01-29,0.5570711592155817
2024-01-30,0.5327087590340721
2024-01-31,0.5159902779874154
2024-02-01,0.5746767866106864
2024-02-02,0.5501021107488293
2024-02-05,0.5238444765635767
2024-02-06,0.5494209109948983
2024-02-07,0.5596283650794663
2024-02-08,0.5648646769046151
2024-02-09,0.5426631560029427
2024-02-12,0.5463193030520617
2024-02-13,0.5240549073269635
2024-02-14,0.5281419323008674
2024-02-15,0.5191042298571543
2024-02-16,0.5431135418396776
2024-02-20,0.5437328112464468
2024-02-21,0.535853492541054
2024-02-22,0.5358665131674935
2024-02-23,0.553147028600106
2024-02-26,0.5295309622946339
2024-02-27,0.540822645454783
2024-02-28,0.5529559032859926
2024-02-29,0.5358420545255025
2024-03-01,0.5600073799875956
2024-03-04,0.536049604869503
2024-03-05,0.5458255294512959
2024-03-06,0.5550115037456368
2024-03-07,0.5509210114100055
2024-03-08,0.5601759801072139
2024-03-11,0.5597767847581053
2024-03-12,0.5448377375056784
2024-03-13,0.5707090065943218
2024-03-14,0.5380203274816008
2024-03-15,0.5273953889061312
2024-03-18,0.5348513055501486
2024-03-19,0.5496183361994323
2024-03-20,0.5281025809725156
2024-03-21,0.525482696517723
2024-03-22,0.5628617580638872
2024-03-25,0.570375186699998
2024-03-26,0.5192038147461707
2024-03-27,0.560068040500651
2024-03-28,0.5234295707698795
2024-04-01,0.5422066343374291
2024-04-02,0.5426813979250843
2024-04-03,0.5509241413389686
2024-04-04,0.5589618590827931
2024-04-05,0.5465674663212216
2024-04-08,0.5254858501385936
2024-04-09,0.5381080920002106
2024-04-10,0.5258568729333767
2024-04-11,0.5381611318053978
2024-04-12,0.5270092016453184
2024-04-15,0.5362140912279675
2024-04-16,0.5451632527913416
2024-04-17,0.5552210612415165
2024-04-18,0.5394972586088135
2024-04-19,0.5320045197846475
2024-04-22,0.5284903518351871
2024-04-23,0.5486300630421043
2024-04-24,0.5427145028133654
2024-04-25,0.5115333001966417
2024-04-26,0.5471394565810154
2024-04-29,0.5511457440340634
2024-04-30,0.5369743477304972
2024-05-01,0.5518827296204197
2024-05-02,0.5322357773694554
2024-05-03,0.5465135975533687
2024-05-06,0.5241149248975571
2024-05-07,0.5664135571354483
2024-05-08,0.5565710933540926
2024-05-09,0.5537857686788364
2024-05-10,0.5444623708838101
2024-05-13,0.5563657118402744
2024-05-14,0.5181957904025629
2024-05-15,0.5451431869489051
2024-05-16,0.5304736943694359
2024-05-17,0.5313482991241335
2024-05-20,0.5417296377556501
2024-05-21,0.5567662278478543
2024-05-22,0.5557036328328064
2024-05-23,0.5483943093536109
2024-05-24,0.5188595803293916
2024-05-28,0.5324675339484726
2024-05-29,0.5470537233359947
2024-05-30,0.5222783821440871
2024-05-31,0.5320746852939027
2024-06-03,0.5535914909130624
2024-06-04,0.5255398198166806
2024-06-05,0.5283532767077895
2024-06-06,0.5617604814157175
2024-06-07,0.5610205358248858
2024-06-10,0.5464348189381814
2024-06-11,0.5589453981730963
2024-06-12,0.5377009887464567
2024-06-13,0.5491026479518974
2024-06-14,0.5306799183542202
2024-06-17,0.5762821820919557
2024-06-18,0.5561060715165319
2024-06-20,0.5536739686601863
2024-06-21,0.533766233812563
2024-06-24,0.530820235698076
2024-06-25,0.5750212881116874
2024-06-26,0.5431975860462447
2024-06-27,0.5547909920527493
2024-06-28,0.5150133401705793
2024-07-01,0.5566471243224916
2024-07-02,0.5300536464219384
2024-07-03,0.5371823199297322
2024-07-05,0.538672042376819
2024-07-08,0.5326141721717929
2024-07-09,0.529002474025851
2024-07-10,0.534344995829287
2024-07-11,0.531017344419679
2024-07-12,0.5410557076525954
2024-07-15,0.5496370031343857
2024-07-16,0.5306307154703692
2024-07-17,0.5528891719503661
2024-07-18,0.5311810209054185
2024-07-19,0.5439478683575831
2024-07-22,0.5347080051335446
2024-07-23,0.547409326763116
2024-07-24,0.5280903616307858
2024-07-25,0.5354941633831986
2024-07-26,0.5350774137259918
2024-07-29,0.539809140706995
2024-07-30,0.5531777333041147
2024-07-31,0.5343631852018019
2024-08-01,0.5197249371625801
2024-08-02,0.5426282980697587
2024-08-05,0.5580681273879615
2024-08-06,0.5257539051881416
2024-08-07,0.5300806146082497
2024-08-08,0.555314458749899
2024-08-09,0.5370284001649036
2024-08-12,0.559262413424126
2024-08-13,0.5492069678500955
2024-08-14,0.5516209862318967
2024-08-15,0.5296616255182182
2024-08-16,0.5263482040766119
2024-08-19,0.5402127062266392
2024-08-20,0.5331260353947234
2024-08-21,0.552942506410489
2024-08-22,0.5279512929325807
2024-08-23,0.5543552896602826
2024-08-26,0.5619066490520486
2024-08-27,0.5593251695883251
2024-08-28,0.5447054065346401
2024-08-29,0.5249812055081334
2024-08-30,0.529720795378529
2024-09-03,0.5217183794865725
2024-09-04,0.5397308020113
2024-09-05,0.5686828816800349
2024-09-06,0.5233020852228976
2024-09-09,0.5478725902836856
2024-09-10,0.5440355113932288
2024-09-11,0.5484980544351007
2024-09-12,0.5618109668638412
2024-09-13,0.5451447867562146
2024-09-16,0.5471881108714868
2024-09-17,0.5454996302725174
2024-09-18,0.5419498624428403
2024-09-19,0.5137776116145423
2024-09-20,0.551747486863056
2024-09-23,0.5599436652811909
2024-09-24,0.5460296608343773
2024-09-25,0.5617182810913067
2024-09-26,0.5450569313831989
2024-09-27,0.5586253370117684
2024-09-30,0.542660996448442
2024-10-01,0.5183670218410716
2024-10-02,0.5474825101965023
2024-10-03,0.5617586563578373
2024-10-04,0.5450233535385406
2024-10-07,0.5521996999734254
2024-10-08,0.5385329198403932
2024-10-09,0.5272320137441797
2024-10-10,0.5331738751758651
2024-10-11,0.5441462528251068
2024-10-14,0.5461067142137188
2024-10-15,0.5392281726168052
2024-10-16,0.551045404124573
2024-10-17,0.5266390689025898
2024-10-18,0.5548109954152114
2024-10-21,0.5365314873589507
2024-10-22,0.5577229318753835
2024-10-23,0.5385476019010759
2024-10-24,0.5355857854370111
2024-10-25,0.5359081293346953
2024-10-28,0.534369052007374
2024-10-29,0.549091926891553
2024-10-30,0.5349121586059417
2024-10-31,0.5617127772369167
2024-11-01,0.536744884697806
2024-11-04,0.5222694994393446
2024-11-05,0.5497000862345276
2024-11-06,0.5359219415768616
2024-11-07,0.5270381387363705
2024-11-08,0.5353548978783208
2024-11-11,0.5176945024207567
2024-11-12,0.545208286018425
2024-11-13,0.5329522128294933
2024-11-14,0.5280998883549767
2024-11-15,0.552586675775408
2024-11-18,0.550657224080187
2024-11-19,0.5572443279671787
2024-11-20,0.5492199665716327
2024-11-21,0.5539894490146381
2024-11-22,0.5414218769410793
2024-11-25,0.5404852142100459
2024-11-26,0.5459621439359944
2024-11-27,0.5413708962261777
2024-11-29,0.5280096199586155
2024-12-02,0.5454762258044635
2024-12-03,0.5613680362417414
2024-12-04,0.5281062955930765
2024-12-05,0.549622915113864
2024-12-06,0.5416546302044805
2024-12-09,0.5532261616030733
2024-12-10,0.5512288412052327
2024-12-11,0.539460933856698
2024-12-12,0.5344985824948387
2024-12-13,0.5577465142646616
2024-12-16,0.5630569697765103
2024-12-17,0.5289048773082925
2024-12-18,0.5634834109867214
2024-12-19,0.5588184253536085
2024-12-20,0.5257323082416486
