Date,C
2023-03-08,0.5371584834144917
2023-03-09,0.5358997641697746
2023-03-10,0.5358882180167288
2023-03-13,0.530563775855538
2023-03-14,0.5316778612576593
2023-03-15,0.5306284925418426
2023-03-16,0.5253209976317943
2023-03-17,0.5290324056064288
2023-03-20,0.5318276727547585
2023-03-21,0.5244238037234547
2023-03-22,0.5375654333611822
2023-03-23,0.5413753249855459
2023-03-24,0.5337467564502236
2023-03-27,0.5286880396849183
2023-03-28,0.5310871539550962
2023-03-29,0.5208360432053959
2023-03-30,0.5380136802726884
2023-03-31,0.5283648247861018
2023-04-03,0.5369745588400875
2023-04-04,0.5385698839523858
2023-04-05,0.5397417444557211
2023-04-06,0.5317626712032599
2023-04-10,0.532906053715348
2023-04-11,0.5251289450119548
2023-04-12,0.5362962540337525
2023-04-13,0.5306549739369449
2023-04-14,0.5284358993418715
2023-04-17,0.5258521692785623
2023-04-18,0.5294584933832224
2023-04-19,0.523901865170206
2023-04-20,0.53812769555547
2023-04-21,0.5371034263330204
2023-04-24,0.5342953485518557
2023-04-25,0.5394454669652174
2023-04-26,0.5360321039279156
2023-04-27,0.5313493875788966
2023-04-28,0.5267544714394597
2023-05-01,0.5328888835148269
2023-05-02,0.538322849579781
2023-05-03,0.5419296705186948
2023-05-04,0.5368781641603474
2023-05-05,0.5247943855884496
2023-05-08,0.5342590687094017
2023-05-09,0.534754177300358
2023-05-10,0.5385204985789945
2023-05-11,0.5379951464707281
2023-05-12,0.5404527362112556
2023-05-15,0.52368852964453
2023-05-16,0.5373965800019954
2023-05-17,0.526521555953296
2023-05-18,0.530436819340021
2023-05-19,0.5386150059314109
2023-05-22,0.5308340321438858
2023-05-23,0.5313909583302776
2023-05-24,0.5386061487127645
2023-05-25,0.5368733779382641
2023-05-26,0.5308738341259917
2023-05-30,0.5321914648951928
2023-05-31,0.5388178075571167
2023-06-01,0.5251179122622629
2023-06-02,0.5242873114998533
2023-06-05,0.5382496202071039
2023-06-06,0.5271285846344061
2023-06-07,0.528005061552471
2023-06-08,0.534866916552897
2023-06-09,0.5312122192907313
2023-06-12,0.5344107357412975
2023-06-13,0.5284139985278803
2023-06-14,0.5403140083148394
2023-06-15,0.5297266882163377
2023-06-16,0.5353694518439102
2023-06-20,0.5397931934130011
2023-06-21,0.5373835706943683
2023-06-22,0.5398945480333173
2023-06-23,0.5376687107994321
2023-06-26,0.5301069641387746
2023-06-27,0.5318790792494248
2023-06-28,0.5338284030783031
2023-06-29,0.5299286332080076
2023-06-30,0.5333050967590613
2023-07-03,0.5252864040184971
2023-07-05,0.5377990928779077
2023-07-06,0.5392576995864758
2023-07-07,0.5266199740496488
2023-07-10,0.5309149531810483
2023-07-11,0.5278882287360798
2023-07-12,0.5296192492716516
2023-07-13,0.5266626678303435
2023-07-14,0.5382518758114286
2023-07-17,0.5259060465011096
2023-07-18,0.5279595332408814
2023-07-19,0.5272630190688793
2023-07-20,0.5317451583658253
2023-07-21,0.5374105344303154
2023-07-24,0.5273103163801687
2023-07-25,0.538308604683756
2023-07-26,0.52964654710293
2023-07-27,0.530140564553561
2023-07-28,0.5305829234450178
2023-07-31,0.530330302171003
2023-08-01,0.5402828699208838
2023-08-02,0.53835682651267
2023-08-03,0.5365583838076885
2023-08-04,0.5324044012117835
2023-08-07,0.5282580174701995
2023-08-08,0.5401593923786343
2023-08-09,0.5390499948498882
2023-08-10,0.5378494715968004
2023-08-11,0.5280632688920369
2023-08-14,0.5416703937588837
2023-08-15,0.5377091753087484
2023-08-16,0.5349296095857213
2023-08-17,0.5372175261569644
2023-08-18,0.535592031634693
2023-08-21,0.5366095966129358
2023-08-22,0.5413648957294281
2023-08-23,0.5301402880283607
2023-08-24,0.53427743788837
2023-08-25,0.5353082315388237
2023-08-28,0.531482304781992
2023-08-29,0.5241097727243531
2023-08-30,0.5385620334851233
2023-08-31,0.5362529704811543
2023-09-01,0.5254659366041189
2023-09-05,0.5408606470730756
2023-09-06,0.5355638560613473
2023-09-07,0.5387710330374326
2023-09-08,0.535598892239321
2023-09-11,0.5342290376257542
2023-09-12,0.5242399083837664
2023-09-13,0.5340124581790316
2023-09-14,0.5234921209906314
2023-09-15,0.5361751136924916
2023-09-18,0.5371612376751433
2023-09-19,0.5350200721039985
2023-09-20,0.5386017024144599
2023-09-21,0.5402118795022789
2023-09-22,0.5411761409366442
2023-09-25,0.5330203422389791
2023-09-26,0.5412927827513677
2023-09-27,0.5328568910279854
2023-09-28,0.527928351285497
2023-09-29,0.5347990491931899
2023-10-02,0.5393907901694454
2023-10-03,0.535395680646069
2023-10-04,0.5316963324935035
2023-10-05,0.53129889041967
2023-10-06,0.529496773387849
2023-10-09,0.5311636898127455
2023-10-10,0.526859266666572
2023-10-11,0.5331758526245678
2023-10-12,0.5352793415291486
2023-10-13,0.5374611369080996
2023-10-16,0.5300039740839683
2023-10-17,0.5294340145235806
2023-10-18,0.5383833744171085
2023-10-19,0.5362537370893737
2023-10-20,0.5374676532604826
2023-10-23,0.5401724769882998
2023-10-24,0.5309624084990993
2023-10-25,0.53479013765507
2023-10-26,0.5265549721221974
2023-10-27,0.5293589817262001
2023-10-30,0.5235498248504693
2023-10-31,0.5277765288732548
2023-11-01,0.5332134474870259
2023-11-02,0.5261977963923122
2023-11-03,0.5264571985372833
2023-11-06,0.5380616695722886
2023-11-07,0.5369569567101387
2023-11-08,0.5345571661336163
2023-11-09,0.5381503447825106
2023-11-10,0.5274893516881133
2023-11-13,0.5323807861753248
2023-11-14,0.5277292278385648
2023-11-15,0.5303202761711184
2023-11-16,0.5339024794413851
2023-11-17,0.5280413061818606
2023-11-20,0.5364648324833841
2023-11-21,0.5386530495550383
2023-11-22,0.5334175010389467
2023-11-24,0.5300914902790087
2023-11-27,0.5374152887603191
2023-11-28,0.5338127056411869
2023-11-29,0.5253926998032027
2023-11-30,0.5246687948109253
2023-12-01,0.5273686408211437
2023-12-04,0.5288026847405597
2023-12-05,0.5374974844907584
2023-12-06,0.5337474813113202
2023-12-07,0.5286927549437511
2023-12-08,0.5292178739473797
2023-12-11,0.534856344357393
2023-12-12,0.5310700374712664
2023-12-13,0.5264080881228667
2023-12-14,0.524988649108854
2023-12-15,0.5338161364324837
2023-12-18,0.5363359124550052
2023-12-19,0.5269581030110695
2023-12-20,0.5426485288653518
2023-12-21,0.5280138702631837
2023-12-22,0.5314596062687257
2023-12-26,0.5276517115784144
2023-12-27,0.5319298654135379
2023-12-28,0.5310595852450017
2023-12-29,0.5363741397727076
2024-01-02,0.528274597317581
2024-01-03,0.535458062315306
2024-01-04,0.5337809001406365
2024-01-05,0.5249470218894269
2024-01-08,0.5330421689114159
2024-01-09,0.5406187558106262
2024-01-10,0.5363648756196898
2024-01-11,0.5397218159911779
2024-01-12,0.535393225903969
2024-01-16,0.5367255358244353
2024-01-17,0.5392350004420247
2024-01-18,0.5392356096205794
2024-01-19,0.5260013831120338
2024-01-22,0.5290539066076384
