Date,C
2024-01-23,0.5325397925511209
2024-01-24,0.531350603616885
2024-01-25,0.5280857179437527
2024-01-26,0.5320443113976994
2024-01-29,0.5288762506594776
2024-01-30,0.5293822745414872
2024-01-31,0.5396002754458081
2024-02-01,0.5392320649045034
2024-02-02,0.5291323447915213
2024-02-05,0.5395248898889426
2024-02-06,0.5337998910232716
2024-02-07,0.5337003438898219
2024-02-08,0.5339319819504921
2024-02-09,0.5341360464523092
2024-02-12,0.5305624017626608
2024-02-13,0.5344901278127882
2024-02-14,0.5260010072542465
2024-02-15,0.5265921898360431
2024-02-16,0.5352150952899472
2024-02-20,0.5323764930087344
2024-02-21,0.5361673867399444
2024-02-22,0.5292963782207382
2024-02-23,0.5316338221350962
2024-02-26,0.5391145525388911
2024-02-27,0.5276956800535797
2024-02-28,0.5349680442715061
2024-02-29,0.5291464002158016
2024-03-01,0.5357279842907653
2024-03-04,0.5293774829747978
2024-03-05,0.5304548228215639
2024-03-06,0.5332367455365924
2024-03-07,0.5300131288494443
2024-03-08,0.5359465391048651
2024-03-11,0.529712155688958
2024-03-12,0.5305225234862848
2024-03-13,0.5295249524204139
2024-03-14,0.538944308696775
2024-03-15,0.5319073587296796
2024-03-18,0.5284369635237707
2024-03-19,0.5318977184367165
2024-03-20,0.5232775424047449
2024-03-21,0.5247085241320727
2024-03-22,0.5406060166393272
2024-03-25,0.5361762204576467
2024-03-26,0.5298573075824997
2024-03-27,0.5253170064313647
2024-03-28,0.5289281502259301
2024-04-01,0.5368956735789723
2024-04-02,0.5393422904272384
2024-04-03,0.5376217258087505
2024-04-04,0.5390700682593397
2024-04-05,0.5285985726829638
2024-04-08,0.5291508212225968
2024-04-09,0.5333218861059088
2024-04-10,0.5355183207038823
2024-04-11,0.53065560101605
2024-04-12,0.5407777554115705
2024-04-15,0.5366519771530075
2024-04-16,0.538109473464535
2024-04-17,0.5304844851772821
2024-04-18,0.5273761119856224
2024-04-19,0.5237151859081481
2024-04-22,0.5236820862517159
2024-04-23,0.5276577806371916
2024-04-24,0.5307326582814639
2024-04-25,0.5374076594279975
2024-04-26,0.5304828796560829
2024-04-29,0.5346857189347775
2024-04-30,0.5409818594945631
2024-05-01,0.5334482260504706
2024-05-02,0.5321835298370806
2024-05-03,0.5309366474650036
2024-05-06,0.5260362168373188
2024-05-07,0.5374528469308674
2024-05-08,0.5311249668812713
2024-05-09,0.5306650102303077
2024-05-10,0.5324659430443605
2024-05-13,0.5355358738983905
2024-05-14,0.5312141649449283
2024-05-15,0.5278751628506936
2024-05-16,0.5333237838323882
2024-05-17,0.5304633150483341
2024-05-20,0.53611683671325
2024-05-21,0.5287895654758831
2024-05-22,0.5423584713720823
2024-05-23,0.5433748392968489
2024-05-24,0.5286017446960685
2024-05-28,0.5412955962004609
2024-05-29,0.5402049239097152
2024-05-30,0.5278894855874339
2024-05-31,0.5232407852649373
2024-06-03,0.5396130360710162
2024-06-04,0.5388490801308451
2024-06-05,0.5306586978916324
2024-06-06,0.5309864483699253
2024-06-07,0.529788576145349
2024-06-10,0.5361047685314161
2024-06-11,0.537312704410498
2024-06-12,0.5272017644897806
2024-06-13,0.5337957971318464
2024-06-14,0.5365283003102829
2024-06-17,0.5305159903145867
2024-06-18,0.5306303970675966
2024-06-20,0.5322253909079582
2024-06-21,0.538317728491111
2024-06-24,0.5288709228862699
2024-06-25,0.5362350131486523
2024-06-26,0.5348529273604905
2024-06-27,0.5315766179072018
2024-06-28,0.5214727288480239
2024-07-01,0.5312568570789397
2024-07-02,0.5251637258585108
2024-07-03,0.5360230162223193
2024-07-05,0.539961664509724
2024-07-08,0.5276623362770564
2024-07-09,0.5264370603402367
2024-07-10,0.5289299150249017
2024-07-11,0.5328455116162195
2024-07-12,0.5400592301621138
2024-07-15,0.5260013499301673
2024-07-16,0.5280537377867471
2024-07-17,0.5318461818193474
2024-07-18,0.5359204557716283
2024-07-19,0.5317303650859745
2024-07-22,0.5357351382246741
2024-07-23,0.5322467665333016
2024-07-24,0.5379816585707201
2024-07-25,0.528658826795254
2024-07-26,0.5264689517632899
2024-07-29,0.5387004179786935
2024-07-30,0.5285040762016564
2024-07-31,0.5378750746000063
2024-08-01,0.5383900673770552
2024-08-02,0.5305587133175248
2024-08-05,0.5355049545458982
2024-08-06,0.5263367643543101
2024-08-07,0.5374490117531413
2024-08-08,0.5226645097109337
2024-08-09,0.5353724418414401
2024-08-12,0.5359308953337476
2024-08-13,0.5291672302611835
2024-08-14,0.5276238949766766
2024-08-15,0.5274916832348046
2024-08-16,0.5276341043037595
2024-08-19,0.5279777566985081
2024-08-20,0.5385035496639611
2024-08-21,0.5375429088617433
2024-08-22,0.5342882082737509
2024-08-23,0.5258184769323968
2024-08-26,0.5340678455980554
2024-08-27,0.5361212733101459
2024-08-28,0.5305512989588562
2024-08-29,0.528227443785534
2024-08-30,0.5272431063226356
2024-09-03,0.5345949291111382
2024-09-04,0.5364245241636224
2024-09-05,0.5394832652607856
2024-09-06,0.537998335855462
2024-09-09,0.5221702739027911
2024-09-10,0.5342396334173455
2024-09-11,0.5359264255764379
2024-09-12,0.532306873103176
2024-09-13,0.530918547401424
2024-09-16,0.5264027619381428
2024-09-17,0.5304181852511307
2024-09-18,0.5316427581018249
2024-09-19,0.5233299227135357
2024-09-20,0.5368874063109897
2024-09-23,0.532335002925925
2024-09-24,0.5366607701626211
2024-09-25,0.5407816395914918
2024-09-26,0.529386555328458
2024-09-27,0.5309657918588023
2024-09-30,0.5307696400269832
2024-10-01,0.5360846097643837
2024-10-02,0.5323558310738397
2024-10-03,0.5381037414121069
2024-10-04,0.5251248160214727
2024-10-07,0.5316632157615234
2024-10-08,0.5334051204851445
2024-10-09,0.5253543161159535
2024-10-10,0.5381963817335819
2024-10-11,0.5275793453242462
2024-10-14,0.5335262342551333
2024-10-15,0.5339611926576263
2024-10-16,0.5292598424842707
2024-10-17,0.529839957902794
2024-10-18,0.5375970447627375
2024-10-21,0.5391040583993268
2024-10-22,0.5311829399942027
2024-10-23,0.5374186052750646
2024-10-24,0.5353797058573345
2024-10-25,0.5339607789771104
2024-10-28,0.525443600936965
2024-10-29,0.534753592484782
2024-10-30,0.5316774303804909
2024-10-31,0.5387085679753958
2024-11-01,0.5324056725237103
2024-11-04,0.5389097713946054
2024-11-05,0.526277885560494
2024-11-06,0.5268586420550606
2024-11-07,0.5396308608572397
2024-11-08,0.5286738042679515
2024-11-11,0.5267626350478835
2024-11-12,0.5374764575800198
2024-11-13,0.5363691597118101
2024-11-14,0.537395030214777
2024-11-15,0.5279635021465122
2024-11-18,0.5335588346822748
2024-11-19,0.5398372823251414
2024-11-20,0.5369088469483964
2024-11-21,0.5305001660383023
2024-11-22,0.5266268632093968
2024-11-25,0.5300495772386912
2024-11-26,0.5366766579593606
2024-11-27,0.5310355826398905
2024-11-29,0.5308419112220077
2024-12-02,0.5357015521849682
2024-12-03,0.5359280095772748
2024-12-04,0.5361259075237138
2024-12-05,0.5303983496905397
2024-12-06,0.5321948653583833
2024-12-09,0.5407202353246668
2024-12-10,0.5342620663469845
2024-12-11,0.5330080242665554
2024-12-12,0.538727432248098
2024-12-13,0.5402288296567225
2024-12-16,0.5318235770504292
2024-12-17,0.5397181382258452
2024-12-18,0.5317365495395219
2024-12-19,0.5317160347711383
2024-12-20,0.5266509127980159
