Method,Total_Return,Annual_Return,Volatility,Sharpe_Ratio,Max_Drawdown
equal_weight,2.086824787187352,0.16259962938537925,0.2717246831000852,0.5247945374651706,0.47856215003027924
simple_rf_enhanced,2.1069833956065427,0.16350032752751784,0.27236013145814436,0.5268771415230816,0.4805617169877884
rf_momentum,1.8996796332530312,0.158048045847404,0.2805471459140263,0.4920671903385139,0.493599817420298
