Date,WFC
2023-12-22,0.5265979222511764
2023-12-26,0.5241522618342068
2023-12-27,0.5272159610196812
2023-12-28,0.524136589397155
2023-12-29,0.5223635488156988
2024-01-02,0.5175370338171542
2024-01-03,0.5304621818588826
2024-01-04,0.5131916709905204
2024-01-05,0.5296237516838228
2024-01-08,0.5203882752800849
2024-01-09,0.5161752968586816
2024-01-10,0.5246228093474626
2024-01-11,0.5208978835112267
2024-01-12,0.5255261061913311
2024-01-16,0.5341122555770612
2024-01-17,0.5236476215429579
2024-01-18,0.5272419286999361
2024-01-19,0.5232081943002888
2024-01-22,0.5223486213465901
2024-01-23,0.5221739690542624
2024-01-24,0.5183291716618903
2024-01-25,0.5314141232878399
2024-01-26,0.5267954004542892
2024-01-29,0.5201644191055076
2024-01-30,0.5244851312820383
2024-01-31,0.531047317705367
2024-02-01,0.5181486621614511
2024-02-02,0.5247304178608337
2024-02-05,0.53112103467162
2024-02-06,0.516000322175092
2024-02-07,0.5213075278538805
2024-02-08,0.5210391100051234
2024-02-09,0.5296616813308894
2024-02-12,0.5219182991824649
2024-02-13,0.5273950769278598
2024-02-14,0.5295059900964142
2024-02-15,0.5251040882292096
2024-02-16,0.5274411498227165
2024-02-20,0.5311843689961901
2024-02-21,0.5160236964790724
2024-02-22,0.5298093155164176
2024-02-23,0.521568453996851
2024-02-26,0.5269886149937157
2024-02-27,0.5225728305083824
2024-02-28,0.5104184467736057
2024-02-29,0.5308994865654008
2024-03-01,0.5273701418731985
2024-03-04,0.5206825982587729
2024-03-05,0.5267738954446474
2024-03-06,0.5177559960769249
2024-03-07,0.5293240570203187
2024-03-08,0.5225396040170902
2024-03-11,0.5331628500165394
2024-03-12,0.5324221859390788
2024-03-13,0.5152908102456532
2024-03-14,0.5278770096482247
2024-03-15,0.5216392696263541
2024-03-18,0.5241329004843522
2024-03-19,0.5203512110236114
2024-03-20,0.526507902164756
2024-03-21,0.5325909329807549
2024-03-22,0.5233706171863576
2024-03-25,0.5144062843025599
2024-03-26,0.5288136038217277
2024-03-27,0.5209407419392479
2024-03-28,0.5269545159243103
2024-04-01,0.5304053743527933
2024-04-02,0.5219609505368018
2024-04-03,0.5129963611494802
2024-04-04,0.5188971212354648
2024-04-05,0.5306662102897495
2024-04-08,0.5268049780285092
2024-04-09,0.5280706737080018
2024-04-10,0.5273801745246082
2024-04-11,0.5279661752515974
2024-04-12,0.5315564402423779
2024-04-15,0.5213486967808568
2024-04-16,0.5267614626590491
2024-04-17,0.5239111085900686
2024-04-18,0.5286027089863234
2024-04-19,0.5267001721901933
2024-04-22,0.5331199831392818
2024-04-23,0.5127729389622796
2024-04-24,0.5303965396524627
2024-04-25,0.5266270327778381
2024-04-26,0.5295772107732453
2024-04-29,0.5252342260323126
2024-04-30,0.5246803420417339
2024-05-01,0.5242787729652129
2024-05-02,0.5318302683414365
2024-05-03,0.5223638569597236
2024-05-06,0.5256729979180622
2024-05-07,0.5225455411407319
2024-05-08,0.5269753246549215
2024-05-09,0.5137070066326784
2024-05-10,0.5277812638868273
2024-05-13,0.5335513483619335
2024-05-14,0.5369944079734382
2024-05-15,0.5227356671925042
2024-05-16,0.5219581569679548
2024-05-17,0.5320782376852238
2024-05-20,0.5341442871506876
2024-05-21,0.5165955060225613
2024-05-22,0.526881857684283
2024-05-23,0.5188559011376828
2024-05-24,0.5330862781083742
2024-05-28,0.5273229602711342
2024-05-29,0.5276436370363714
2024-05-30,0.534288045745553
2024-05-31,0.5312565311741874
2024-06-03,0.5277386446647158
2024-06-04,0.524850952781008
2024-06-05,0.5339310403698571
2024-06-06,0.5317407573461882
2024-06-07,0.522771133381995
2024-06-10,0.5208155435101259
2024-06-11,0.5118898935484842
2024-06-12,0.5268740356100524
2024-06-13,0.521098358189918
2024-06-14,0.5274238580305926
2024-06-17,0.51278423093704
2024-06-18,0.5205570466093429
2024-06-20,0.5199951411163487
2024-06-21,0.5232080078130363
2024-06-24,0.5268584317701275
2024-06-25,0.5251038890434557
2024-06-26,0.5166926519964115
2024-06-27,0.5120733209111755
2024-06-28,0.5368243765111466
2024-07-01,0.5178017509950412
2024-07-02,0.5337221143215306
2024-07-03,0.5204622957653461
2024-07-05,0.5306870215802713
2024-07-08,0.5355051922713865
2024-07-09,0.5246976018762525
2024-07-10,0.5226401109484716
2024-07-11,0.5248564450168814
2024-07-12,0.522644586986713
2024-07-15,0.5217038025294077
2024-07-16,0.5311090027211645
2024-07-17,0.5327349766317201
2024-07-18,0.5322331751049977
2024-07-19,0.5266729677501999
2024-07-22,0.5228825836530321
2024-07-23,0.5201552308487019
2024-07-24,0.5226292561446577
2024-07-25,0.5241515043251588
2024-07-26,0.5285610463752302
2024-07-29,0.5241336471106224
2024-07-30,0.515182273364063
2024-07-31,0.5216987112138461
2024-08-01,0.5166409573016695
2024-08-02,0.5199804483139109
2024-08-05,0.5211751043411025
2024-08-06,0.524786182543095
2024-08-07,0.5260218158095378
2024-08-08,0.5123013815372253
2024-08-09,0.5132105764581492
2024-08-12,0.5293812532651584
2024-08-13,0.5160173879246674
2024-08-14,0.5163282268784304
2024-08-15,0.517697915440134
2024-08-16,0.5307383278651318
2024-08-19,0.521440221958971
2024-08-20,0.5286420294474486
2024-08-21,0.5157346209794134
2024-08-22,0.5155201292637854
2024-08-23,0.520469209435566
2024-08-26,0.5221112622867566
2024-08-27,0.5206294788446392
2024-08-28,0.5280321279370912
2024-08-29,0.5272724161928554
2024-08-30,0.5332023812083639
2024-09-03,0.5306998848409691
2024-09-04,0.5202164819275272
2024-09-05,0.5167064571027565
2024-09-06,0.5180467673148849
2024-09-09,0.5230814317384475
2024-09-10,0.5157904117497029
2024-09-11,0.5137059105569789
2024-09-12,0.5224492699436379
2024-09-13,0.5277482168212954
2024-09-16,0.5201480298433617
2024-09-17,0.5200291052075969
2024-09-18,0.5336868416420245
2024-09-19,0.5264763997052425
2024-09-20,0.5309026357923223
2024-09-23,0.5266124647843966
2024-09-24,0.5182489994572376
2024-09-25,0.5207842060470887
2024-09-26,0.5204473853155819
2024-09-27,0.5315658453169039
2024-09-30,0.5266789426892413
2024-10-01,0.5305151331534991
2024-10-02,0.5272654197323777
2024-10-03,0.5225790062048045
2024-10-04,0.5274101618287074
2024-10-07,0.5239419366325964
2024-10-08,0.5258594935489652
2024-10-09,0.5285912241763956
2024-10-10,0.5109669996658657
2024-10-11,0.5193167994178668
2024-10-14,0.5211123490251335
2024-10-15,0.5249434210219853
2024-10-16,0.5185918909854648
2024-10-17,0.5261508863179484
2024-10-18,0.516691850086478
2024-10-21,0.5243770810497012
2024-10-22,0.5151875010900492
2024-10-23,0.5217775235059517
2024-10-24,0.5266809500665429
2024-10-25,0.5317467945197347
2024-10-28,0.5255155259031771
2024-10-29,0.5171406050739864
2024-10-30,0.5267262096373418
2024-10-31,0.5220750770631906
2024-11-01,0.5211431101163589
2024-11-04,0.5341294440025579
2024-11-05,0.5206038385850483
2024-11-06,0.528863608089465
2024-11-07,0.5160847653960822
2024-11-08,0.5301941049037798
2024-11-11,0.5337899604894475
2024-11-12,0.5174276879186804
2024-11-13,0.5199563335930258
2024-11-14,0.5238972402753955
2024-11-15,0.5296965230686851
2024-11-18,0.5248089190933202
2024-11-19,0.5160603094034344
2024-11-20,0.5196447130451697
2024-11-21,0.5150358785490452
2024-11-22,0.528334947669799
2024-11-25,0.5335194548997717
2024-11-26,0.5173519090648383
2024-11-27,0.5242188478296496
2024-11-29,0.513390790922542
2024-12-02,0.5324675506125454
2024-12-03,0.514496478719074
2024-12-04,0.52478152450655
2024-12-05,0.523191607237063
2024-12-06,0.5256109077509598
2024-12-09,0.5255824873435914
2024-12-10,0.5252772363565065
2024-12-11,0.5235624174956021
2024-12-12,0.5267966257473502
2024-12-13,0.5227126282475879
2024-12-16,0.5240873893705834
2024-12-17,0.517455829114701
2024-12-18,0.5218167324521872
2024-12-19,0.5203075580012342
2024-12-20,0.5241463703296262
