Date,CB
2023-12-21,0.5284249427819526
2023-12-22,0.5275511689323408
2023-12-26,0.5252104011394535
2023-12-27,0.5327255371292874
2023-12-28,0.5285242880165514
2023-12-29,0.5331470800457923
2024-01-02,0.5252104011394535
2024-01-03,0.5574302803231463
2024-01-04,0.5283878419565896
2024-01-05,0.5348736381593676
2024-01-08,0.5303232028603793
2024-01-09,0.5388788594759563
2024-01-10,0.5363826442715587
2024-01-11,0.5374258002475785
2024-01-12,0.5385748927283883
2024-01-16,0.5461436888798543
2024-01-17,0.5422544444821046
2024-01-18,0.533326755304437
2024-01-19,0.5085535995271894
2024-01-22,0.5336939573021382
2024-01-23,0.5303699231531819
2024-01-24,0.529170637669054
2024-01-25,0.529451963771426
2024-01-26,0.5318642908791825
2024-01-29,0.5269469271610593
2024-01-30,0.5253431326731466
2024-01-31,0.5627735894402739
2024-02-01,0.5437178835743269
2024-02-02,0.5331551431804068
2024-02-05,0.5438986261119217
2024-02-06,0.5425710294430149
2024-02-07,0.5357443134280816
2024-02-08,0.5321681868892932
2024-02-09,0.5303721759119959
2024-02-12,0.5270359562596961
2024-02-13,0.5645824379317015
2024-02-14,0.5329758635358565
2024-02-15,0.5115318982947394
2024-02-16,0.535351022576902
2024-02-20,0.5417380528679953
2024-02-21,0.5306963017288434
2024-02-22,0.5315513278801322
2024-02-23,0.5289572690723346
2024-02-26,0.5515166868290748
2024-02-27,0.5243502188540133
2024-02-28,0.533033352981933
2024-02-29,0.5277815409409065
2024-03-01,0.5338934977044999
2024-03-04,0.5043307012225586
2024-03-05,0.5280984029467087
2024-03-06,0.5342392874717166
2024-03-07,0.5367246927094588
2024-03-08,0.5315285744385737
2024-03-11,0.5321762094815939
2024-03-12,0.5340540371736058
2024-03-13,0.5286546205341176
2024-03-14,0.5592218427729769
2024-03-15,0.5361054065133968
2024-03-18,0.526167992143694
2024-03-19,0.5317354117110081
2024-03-20,0.5182940884382843
2024-03-21,0.5269760073288036
2024-03-22,0.5452187222523938
2024-03-25,0.5341536793896753
2024-03-26,0.5329701251976191
2024-03-27,0.5097738938329203
2024-03-28,0.5230545342650176
2024-04-01,0.5469051386706316
2024-04-02,0.5436310572251238
2024-04-03,0.5341507142311963
2024-04-04,0.5458575049125725
2024-04-05,0.5317259105696955
2024-04-08,0.5378720302300475
2024-04-09,0.5495309396564154
2024-04-10,0.5606044052855362
2024-04-11,0.5441539873291015
2024-04-12,0.5250759863483033
2024-04-15,0.5346894782901231
2024-04-16,0.554416244473764
2024-04-17,0.5332711527256312
2024-04-18,0.5247616869812975
2024-04-19,0.5263000506759418
2024-04-22,0.524945149059981
2024-04-23,0.5257452586316259
2024-04-24,0.5396541647025707
2024-04-25,0.5540255080749165
2024-04-26,0.5301944577592422
2024-04-29,0.5308373079603466
2024-04-30,0.5661574946171676
2024-05-01,0.5292021768985332
2024-05-02,0.5309569723837665
2024-05-03,0.5228332538985763
2024-05-06,0.5274417625316755
2024-05-07,0.5354167065813756
2024-05-08,0.5307348112722073
2024-05-09,0.5170075741189706
2024-05-10,0.5289575766284761
2024-05-13,0.536120288177446
2024-05-14,0.5285258756140642
2024-05-15,0.5271708266892768
2024-05-16,0.5356541461420044
2024-05-17,0.5321223886358872
2024-05-20,0.5491750044528908
2024-05-21,0.5234241037904214
2024-05-22,0.528233186279912
2024-05-23,0.5610537853347474
2024-05-24,0.523611630564972
2024-05-28,0.5451934612311041
2024-05-29,0.5392752217686781
2024-05-30,0.5383532336031219
2024-05-31,0.5223109481628055
2024-06-03,0.5492648047471826
2024-06-04,0.5498995634788397
2024-06-05,0.5317103280799479
2024-06-06,0.5350013448630208
2024-06-07,0.5317854677584677
2024-06-10,0.534516999003236
2024-06-11,0.5632127213965471
2024-06-12,0.5331910249538724
2024-06-13,0.5378164220632614
2024-06-14,0.553503811494568
2024-06-17,0.5254932294178561
2024-06-18,0.5269599914270925
2024-06-20,0.5325504956915087
2024-06-21,0.5346078003269702
2024-06-24,0.5244642273965585
2024-06-25,0.544063899197917
2024-06-26,0.5390576817837363
2024-06-27,0.5320895067043321
2024-06-28,0.5389558092273562
2024-07-01,0.5305208862012109
2024-07-02,0.5289450223835744
2024-07-03,0.5486371581913269
2024-07-05,0.5475789439081905
2024-07-08,0.5373874169610304
2024-07-09,0.5226013259968668
2024-07-10,0.5282862793346722
2024-07-11,0.5361422112074555
2024-07-12,0.5225199457714833
2024-07-15,0.5245092198279
2024-07-16,0.48147809176882683
2024-07-17,0.5154839046620878
2024-07-18,0.547475039317031
2024-07-19,0.5514613157390581
2024-07-22,0.5294537267661343
2024-07-23,0.5289575766284761
2024-07-24,0.5586753708670597
2024-07-25,0.523370344404622
2024-07-26,0.5299183186138761
2024-07-29,0.5313140801317718
2024-07-30,0.5274984271127446
2024-07-31,0.5405135560566239
2024-08-01,0.5803078690864015
2024-08-02,0.5613532426236806
2024-08-05,0.5786025058261299
2024-08-06,0.5411848062144182
2024-08-07,0.5403858852807755
2024-08-08,0.5101000128040042
2024-08-09,0.5299497350096459
2024-08-12,0.5406452293371475
2024-08-13,0.5202199558160415
2024-08-14,0.522197987757311
2024-08-15,0.5319188864232453
2024-08-16,0.5303035790662224
2024-08-19,0.5293124797687342
2024-08-20,0.5387190913891895
2024-08-21,0.5429532943187716
2024-08-22,0.5245080353479866
2024-08-23,0.523376521033807
2024-08-26,0.5300131090290373
2024-08-27,0.5298174066869249
2024-08-28,0.5351066756366932
2024-08-29,0.5244611205558639
2024-08-30,0.5215369871461691
2024-09-03,0.5503017042168752
2024-09-04,0.541238722781524
2024-09-05,0.5452048559393167
2024-09-06,0.5758233756709265
2024-09-09,0.5125160310006507
2024-09-10,0.5466865484753614
2024-09-11,0.5445541389731243
2024-09-12,0.5341293431836406
2024-09-13,0.5277421272325596
2024-09-16,0.5187356394861248
2024-09-17,0.5270388582380242
2024-09-18,0.5312003949136382
2024-09-19,0.5246923666634083
2024-09-20,0.5382204851398429
2024-09-23,0.5330286832554203
2024-09-24,0.5401836146254865
2024-09-25,0.5399303270112604
2024-09-26,0.5248649899282496
2024-09-27,0.5298986090403167
2024-09-30,0.5287049287449986
2024-10-01,0.5613131732104919
2024-10-02,0.5340742245523953
2024-10-03,0.5389142104556744
2024-10-04,0.5145346374887357
2024-10-07,0.543301038353812
2024-10-08,0.5409710035868257
2024-10-09,0.5279057846765599
2024-10-10,0.528246940708477
2024-10-11,0.5254508830462153
2024-10-14,0.5143373483776905
2024-10-15,0.5403075071862334
2024-10-16,0.5195219404228612
2024-10-17,0.5472325428356414
2024-10-18,0.5445157772400256
2024-10-21,0.5776058662576505
2024-10-22,0.5293124797687342
2024-10-23,0.526093396502972
2024-10-24,0.531621159020353
2024-10-25,0.5653784604063063
2024-10-28,0.5249625960482113
2024-10-29,0.538883707989692
2024-10-30,0.5349840538917182
2024-10-31,0.542061912123781
2024-11-01,0.5415320477389511
2024-11-04,0.5526420019682934
2024-11-05,0.5283312326637937
2024-11-06,0.49107846042436804
2024-11-07,0.549839788866124
2024-11-08,0.530223592112861
2024-11-11,0.5147960191272994
2024-11-12,0.5303964922873032
2024-11-13,0.5320198759491583
2024-11-14,0.5351137529782451
2024-11-15,0.5227014379887986
2024-11-18,0.5309058431070087
2024-11-19,0.540128363192213
2024-11-20,0.5351838609485505
2024-11-21,0.519785997873344
2024-11-22,0.5341179177994265
2024-11-25,0.5270828673856198
2024-11-26,0.5337337240170278
2024-11-27,0.5297242241391539
2024-11-29,0.5330356571192758
2024-12-02,0.5494453340268994
2024-12-03,0.5452025368874914
2024-12-04,0.5321610095130987
2024-12-05,0.5223184441149539
2024-12-06,0.5328747798388525
2024-12-09,0.5627904541852947
2024-12-10,0.5338505160775334
2024-12-11,0.5415528270257641
2024-12-12,0.532424019778922
2024-12-13,0.5271555981468424
2024-12-16,0.5333663513026105
2024-12-17,0.5398829591825794
2024-12-18,0.56776002859952
2024-12-19,0.5368137838719728
2024-12-20,0.5193963474128025
