Method,Total_Return,Annual_Return,Volatility,Sharpe_Ratio,Max_Drawdown
equal_weight,2.086824787187352,0.16259962938537925,0.2717246831000852,0.5247945374651706,0.47856215003027924
simple_rf_enhanced,2.1069833956065382,0.16350032752751748,0.2723601314581444,0.5268771415230802,0.4805617169877883
rf_momentum,1.9889822360763332,0.15921645004414656,0.27233260030277384,0.5112000909526386,0.483884658658928
