Method,Total_Return,Annual_Return,Volatility,Sharpe_Ratio,Max_Drawdown
equal_weight,2.086824787187352,0.16259962938537925,0.2717246831000852,0.5247945374651706,0.47856215003027924
simple_rf_enhanced,2.1069833956065382,0.16350032752751748,0.2723601314581444,0.5268771415230802,0.4805617169877881
rf_momentum,1.943158804933487,0.15811595002883122,0.2747264482460687,0.5027399105932556,0.49660174828105363
