Date,AXP_Return_1D,AXP_Return_5D,AXP_Direction_1D,AXP_Direction_5D,AXP_Outperform_1D,AXP_Outperform_5D,BAC_Return_1D,BAC_Return_5D,BAC_Direction_1D,BAC_Direction_5D,BAC_Outperform_1D,BAC_Outperform_5D,BK_Return_1D,BK_Return_5D,BK_Direction_1D,BK_Direction_5D,BK_Outperform_1D,BK_Outperform_5D,C_Return_1D,C_Return_5D,C_Direction_1D,C_Direction_5D,C_Outperform_1D,C_Outperform_5D,CB_Return_1D,CB_Return_5D,CB_Direction_1D,CB_Direction_5D,CB_Outperform_1D,CB_Outperform_5D,COF_Return_1D,COF_Return_5D,COF_Direction_1D,COF_Direction_5D,COF_Outperform_1D,COF_Outperform_5D,GS_Return_1D,GS_Return_5D,GS_Direction_1D,GS_Direction_5D,GS_Outperform_1D,GS_Outperform_5D,JPM_Return_1D,JPM_Return_5D,JPM_Direction_1D,JPM_Direction_5D,JPM_Outperform_1D,JPM_Outperform_5D,MS_Return_1D,MS_Return_5D,MS_Direction_1D,MS_Direction_5D,MS_Outperform_1D,MS_Outperform_5D,PNC_Return_1D,PNC_Return_5D,PNC_Direction_1D,PNC_Direction_5D,PNC_Outperform_1D,PNC_Outperform_5D,SCHW_Return_1D,SCHW_Return_5D,SCHW_Direction_1D,SCHW_Direction_5D,SCHW_Outperform_1D,SCHW_Outperform_5D,STT_Return_1D,STT_Return_5D,STT_Direction_1D,STT_Direction_5D,STT_Outperform_1D,STT_Outperform_5D,TFC_Return_1D,TFC_Return_5D,TFC_Direction_1D,TFC_Direction_5D,TFC_Outperform_1D,TFC_Outperform_5D,USB_Return_1D,USB_Return_5D,USB_Direction_1D,USB_Direction_5D,USB_Outperform_1D,USB_Outperform_5D,WFC_Return_1D,WFC_Return_5D,WFC_Direction_1D,WFC_Direction_5D,WFC_Outperform_1D,WFC_Outperform_5D
2016-01-15,-0.0042918064035094,-0.12598880776278049,0,0,0,0,-0.0152144697905209,-0.1072208272661658,0,0,0,0,0.0041920071133949,-0.03048746490863769,1,0,1,1,-0.0124798700759691,-0.06956024580570777,0,0,0,0,-0.0013507420596664,-0.02732199400382589,0,0,1,1,-0.0105012354267116,-0.0678249375273017,0,0,0,0,0.0077760293934983,-0.02769709168649772,1,0,1,1,-0.0005261051978188,-0.02340318360579461,0,0,1,1,0.0111665508686773,-0.037005542599356095,1,0,1,1,-0.0115836024406479,-0.04162226358729661,0,0,0,1,-0.018875090572674,-0.06694634380438877,0,0,0,0,0.0103691922905608,-0.012826494323280202,1,0,1,1,-0.0066383141170062,-0.062269731867722194,0,0,0,0,0.0020487473179104,-0.01896567388233401,1,0,1,1,-0.0124947042007909,-0.023329058350469015,0,0,0,1
2016-01-19,0.0062259889301632,-0.1204245744979791,1,0,1,0,-0.0386237328564877,-0.0650001259586222,0,0,0,0,-0.0128024025911457,-0.009008773123217694,0,0,1,1,-0.0345728008596617,-0.03306037813985507,0,0,0,0,-0.0016236246206802,-0.02060074104618529,0,0,1,1,-0.0229939367891817,-0.028002122625107494,0,0,0,0,-0.0195768172404184,-0.01343771204660842,0,0,0,1,-0.0263112177129321,0.00263474478094209,0,1,0,1,-0.038841900591176,-0.0277559511194898,0,0,0,0,-0.0135944443185046,-0.00924806453026501,0,0,1,1,-0.0467746488699103,-0.03694681265557776,0,0,0,0,-0.0073818540196525,0.0083424643842137,0,1,1,1,-0.0018229781263749,-0.04405931929435109,0,0,1,0,-0.0066444036349841,-0.0019494167622428095,0,0,1,1,-0.0070526475500668,0.0017547123779986847,0,1,1,1
2016-01-20,-0.0061874658363602,-0.1369973501751977,0,0,1,0,-0.0241048120815199,-0.0226197985422553,0,0,0,0,-0.032703639487313,0.0001380150868409086,0,1,0,1,-0.008397514924497,0.00299412171057393,0,1,1,1,-0.0113831976783194,-0.023397929333051588,0,0,1,0,0.0069123201312495,0.043352188183656507,1,1,1,1,-0.0136585030717439,0.0014125886350140806,0,1,0,1,-0.004683650590727,0.02824541323242939,0,1,1,1,-0.0182250513883772,0.012270310571620402,0,1,0,1,-0.0004751565085714,0.011450886946598592,0,1,1,1,-0.0352199305353972,0.0019693264016098395,0,1,0,1,-0.012697424083602,-0.056151303735413,0,0,1,0,-0.0328663384889087,-0.03651665948945809,0,0,0,0,-0.0090043951215897,0.00879549366087339,0,1,1,1,0.0029246886658829,0.015230772712501284,1,1,1,1
2016-01-21,-0.1210090537431101,-0.1608905137978444,0,0,0,0,0.0149698777118982,0.014209545878410203,1,1,1,1,0.0244825061566791,0.03114772252672801,1,1,1,1,0.0226652494919079,0.00842945224961563,1,1,1,1,0.005574370586818,0.00112137624142181,1,1,0,0,-0.0013073747619369,0.0315426180477441,0,1,0,1,0.0343556995729459,0.03679926080973038,1,1,1,1,0.0307693793964898,0.03713660573871638,1,1,1,1,0.0334945456580837,0.0226117362422895,1,1,1,1,0.0191371069710051,0.010280081813679691,1,1,1,1,0.0594749539842247,0.020159646151064546,1,1,1,1,0.0257207997897945,-0.0421052777378582,1,0,1,0,0.0053488681501243,0.0045643578622485085,1,1,0,1,0.0220663629915736,0.01882093187564729,1,1,1,1,0.0210370349064838,0.019512479421208085,1,1,1,1
2016-01-22,-0.000726470709964,-0.028156831544041486,0,0,1,0,-0.0442476902495355,0.044324650610552206,0,1,0,1,-0.013655936100253,0.03564267310576441,0,1,1,1,-0.0367753094374879,0.03998541153112073,0,1,0,1,-0.0185388002319779,0.02796114302201851,0,1,1,1,-0.039934710680721,0.07460275392366861,0,1,0,1,-0.0365935003407796,0.03109514295682318,0,1,0,1,-0.0226515895008065,0.04512432849055649,0,1,1,1,-0.0245996871465639,0.017325194657181704,0,1,1,0,-0.0351061672905778,0.011635237501836293,0,1,0,0,-0.025551627810632,-0.010709615269841561,0,0,1,0,-0.028837208300381,0.004317093208710196,0,1,0,0,-0.0262909692855567,0.02271926532224861,0,1,1,0,-0.0274319854352442,0.01817207068291899,0,1,0,0,-0.027743430171978,0.025253455430147884,0,1,0,1
2016-01-25,0.001272426861292,-0.005000668689984087,1,0,0,0,0.0270062315170227,0.07584234357497871,1,1,1,1,0.0256706988988149,0.029420183257348912,1,1,1,0,0.0240199975898836,0.07441201100234873,1,1,1,1,0.0053705108979742,0.04835719546408141,1,1,0,1,0.0293215794754826,0.10524142541200669,1,1,1,1,0.0220354090333876,0.05586625035387428,1,1,1,1,0.0255118231889179,0.057019448257104685,1,1,1,1,0.0204161423485436,0.0353560665837008,1,1,1,0,0.0207905966163837,0.040278714625718096,1,1,1,0,0.011124440576137,0.005049676508782838,1,1,0,0,0.0315381509980547,0.016287110485408197,1,1,1,0,0.0115720984563649,0.03768097270091011,1,1,0,0,0.0190650044380016,0.03911390391917919,1,1,0,0,0.0125890665276768,0.047223719628186084,1,1,0,1
2016-01-26,-0.0103467867470554,-0.025285645577463586,0,0,0,0,0.0037565945598792,-0.00345627807300989,1,0,1,1,-0.0036556143810871,-0.030335119112070687,0,0,0,0,0.0014816989907673,0.0018987017219128238,1,1,1,1,-0.0044208129075465,0.03583641530823191,0,1,0,1,0.0483603740195823,0.04823183030671099,1,1,1,1,-0.0047265165587959,-0.01596588446966162,0,0,0,0,-0.0007005492614448,0.0004168496195892865,0,1,1,1,0.0011843610999342,-0.032123327321587195,1,0,1,0,0.007104507158359,-0.007111942286581706,1,0,1,1,-0.0078585098127227,-0.05235638150549726,0,0,0,0,-0.0718756221392792,-0.04846857476693961,0,0,0,0,0.0057196816785181,0.004120753126298709,1,1,1,1,0.0041005067881321,-0.006333273916642412,1,0,1,1,0.0064234127844358,0.012408138532492483,1,1,1,1
2016-01-27,-0.0300806294590069,-0.006553018387897685,0,0,0,0,0.0127245323391456,-0.02232985148526059,1,0,1,0,-0.0016939320474259,-0.025221188465627084,0,0,0,0,-0.0029621843854553,-0.0010674186949944761,0,0,0,1,0.013136107896154,0.04345803910405411,1,1,1,1,-0.0048972500046629,-0.0010777642571848985,0,0,0,1,0.0217281691029724,-0.004778982717522218,1,0,1,0,0.00420754191556,0.0077806609780956895,1,1,1,1,-0.0078836257177081,-0.0406546549280871,0,0,0,0,-0.0016459616414903,-0.013619605168500606,0,0,0,0,-0.0170296107859425,-0.03329928155327106,0,0,0,0,0.0013486019139528,0.0386987022056544,1,1,1,1,0.0082146788627979,0.004734599065785509,1,1,1,1,0.0010210430931842,0.003243385281193889,1,1,1,1,0.0072063953745897,-0.011660833517070913,1,0,1,0
2016-01-28,0.0117246285106928,0.028517644664837912,1,1,0,1,0.0450849824440402,-0.01817026601989949,1,0,1,0,0.0289774567357155,-0.005763685543864784,1,0,0,0,0.054221208773413,0.012548903319421423,1,1,1,1,0.0324141373674147,0.03377831196506291,1,1,0,1,0.0417527611139876,0.013004098352013601,1,1,1,1,0.0286515817200387,-0.0015527634570196153,1,0,0,0,0.0387571021483299,0.02081753364850949,1,1,1,1,0.0282080040729759,-0.004399381060863097,1,0,0,0,0.0204922626591617,0.00042916483938479355,1,1,0,0,0.0286056925633186,0.007930565047256137,1,1,0,0,0.0721431707363629,0.06208070848426869,1,1,1,1,0.0235037756101244,0.008477125056348709,1,1,0,0,0.0214175017988453,0.02335312748614029,1,1,0,1,0.0267780109154236,-0.0052117684597658125,1,0,0,0
2016-01-29,0.0224296921440934,0.009437306563273816,1,1,1,1,-0.012729997285109,-0.08589670704665249,0,0,0,0,-0.0198784259486685,-0.048761436595161384,0,0,0,0,-0.0023487099662599,-0.06447191411277108,0,0,1,0,0.001857252210085,-0.007203364972219191,1,0,1,1,-0.0092960391923829,-0.034554629206034505,0,0,0,0,-0.0118223929437285,-0.030332358296212118,0,0,0,1,-0.0107564697342583,-0.02906967454810041,0,0,0,1,-0.0065688152200448,-0.058996898188878294,0,0,1,0,-0.006462690166696,-0.03561281584084221,0,0,1,0,-0.0097923360320076,-0.04510424044020796,0,0,0,0,-0.016867191023683,-0.022582904481682698,0,0,0,1,-0.0113292619068952,-0.01813617133553769,0,0,0,1,-0.006490152198984,0.001437108523219888,0,1,1,1,-0.0057731659739398,-0.04007224773791671,0,0,1,0
2016-02-01,-0.0190125500261875,-0.042262386186102285,0,0,1,1,-0.0522923901309659,-0.1256764714020832,0,0,0,0,-0.0340846034706047,-0.06254502778023248,0,0,0,0,-0.0484933116905523,-0.11355312486345298,0,0,0,0,-0.0071502692578753,-0.03899373743425919,0,0,1,1,-0.0276880156298131,-0.0642422459245166,0,0,1,0,-0.0497967257901483,-0.06465287802498881,0,0,0,0,-0.0310907754485975,-0.03926556636826541,0,0,1,1,-0.0470632515567444,-0.12142171807556168,0,0,0,0,-0.0266000602959161,-0.0506890118824356,0,0,1,1,-0.0462816174381431,-0.06610022134379176,0,0,0,0,-0.0332175342542931,-0.0213353007012559,0,0,0,1,-0.0219881211182465,-0.02957695558008449,0,0,1,1,-0.02638217339782,-0.006041328883393411,0,0,1,1,-0.0222265145680168,-0.06271568348351872,0,0,1,0
2016-02-02,0.0083858404425105,-0.018860309788366288,1,0,1,1,-0.0151169788523715,-0.0790887977623701,0,0,0,0,0.0014583162653565,-0.019451343700022786,1,0,0,1,-0.00148442142614,-0.07299432857468388,0,0,0,0,0.0032008108882757,-0.016322982270017293,1,0,1,1,-0.0009492205443136,-0.011427037158841004,0,0,0,1,0.0064603851933435,-0.02155649714807951,1,0,1,1,0.0066632620970616,-0.014188121573572413,1,0,1,1,-0.0073469665065657,-0.06288961970603829,0,0,0,0,0.0005968442764401,-0.01882986993454251,1,0,0,1,0.0111985901395035,-0.031254442314133254,1,0,1,0,0.0152916548333148,0.008708934651442202,1,1,1,1,0.0063335276180049,0.0010290285457306095,1,1,1,1,0.0136771659859684,0.01705229426204049,1,1,1,1,-0.0176455592651276,-0.04156423222988721,0,0,0,0
2016-02-03,0.0049900335937287,-0.03370646523096609,1,0,0,1,0.0168841178045067,-0.08200499188341501,1,0,1,0,0.0177635708743364,-0.02210034305268599,1,0,1,1,0.0106541376289606,-0.07417594373191577,1,0,0,0,0.0034563807571628,-0.00948588330392849,1,0,0,1,0.0091846126045356,-0.013361228560575504,1,0,0,1,0.024954388363475,-0.03489717805876051,1,0,1,0,0.0172444145859738,-0.032951330423270316,1,0,1,1,0.0283716481495159,-0.0655730501475344,1,0,1,0,0.0124028083663951,-0.027820693432412006,1,0,0,1,0.0242002358145847,-0.06736691322336245,1,0,1,0,0.0247306081925671,-0.00040285179709729883,1,0,1,1,0.0119572048533611,-0.007219648852462491,1,0,0,1,0.0211307852981306,-0.005762129046508012,1,0,1,1,0.0136554604318948,-0.02994663972922912,1,0,0,1
2016-02-04,-0.0073557095908713,-0.06126328282062609,0,0,1,1,-0.0226414585827128,-0.1673363296998548,0,0,0,0,-0.0140202943155811,-0.0642974934077817,0,0,0,1,-0.0227996086587795,-0.14978587681547528,0,0,0,0,-0.0085675395698674,-0.02055277834874259,0,0,1,1,-0.0058059664440605,-0.049874648431119106,0,0,1,1,-0.0001280131191538,-0.10427178525702602,0,0,1,0,-0.01113010604828,-0.09432367217515791,0,0,1,0,-0.0263895130550393,-0.13843833727076238,0,0,0,0,-0.0155497180210653,-0.0812003937610731,0,0,0,1,-0.0244291129241455,-0.11271264170676006,0,0,0,0,-0.0125204422295885,-0.0502593965160882,0,0,0,1,-0.003109520781762,-0.05083657790697699,0,0,1,1,-0.0004985171640751,-0.06762036869378191,0,0,1,1,-0.0080824683627273,-0.06547780651675991,0,0,1,1
2016-02-05,-0.0292700006052827,-0.023580770250766592,0,0,1,1,-0.0525097616405397,-0.0739061562608536,0,0,0,0,-0.0336620171337396,-0.016984387612709394,0,0,1,1,-0.0514299207169418,-0.05380157707821187,0,0,0,0,-0.029933120251955,0.019321212219523206,0,1,1,1,-0.038983655910865,-0.004334539392041599,0,0,0,1,-0.0461429126725052,-0.06547745189521731,0,0,0,0,-0.0209523615544233,9.250573625949055e-05,0,1,1,1,-0.0689936351067282,-0.04750264826475069,0,0,0,0,-0.0215388862082894,-0.030342585680929096,0,0,1,0,-0.0307883169355914,-0.06128106041908066,0,0,1,0,-0.0156195872432562,0.006171183088979404,0,1,1,1,-0.022770046151442,-0.0047943442848664905,0,0,1,1,-0.0139685896055973,-0.023062968444706212,0,0,1,1,-0.0284166017195418,-0.009787038253669118,0,0,1,1
2016-02-08,0.0043895263715485,0.015564101913243011,1,1,1,0,-0.0057047164912528,0.0037081470184193027,0,1,0,0,0.009009080609605,0.0379601884521438,1,1,1,1,-0.0079345154017832,0.033590000192917226,0,1,0,1,0.0155204859063666,0.0611518074348062,1,1,1,1,0.0251271931358625,0.0613520133443921,1,1,1,1,-0.006700344913239,0.00044314743027559084,0,1,0,0,-0.0060133306539045,0.03600385579793969,0,1,0,1,0.011468846812779,0.0487754089196563,1,1,1,1,0.005259081651977,0.020109522466365198,1,1,1,0,-0.0114358384084846,0.002811260131200352,0,1,0,0,-0.003173298901595,0.05763550646915501,0,1,0,1,0.0086178630075686,0.04964130526971741,1,1,1,1,-0.0032885502523861,0.018782348541540584,0,1,0,0,-0.0010750633143853,0.038287015175156175,0,1,0,1
2016-02-09,-0.0064603150000893,0.019260318134616414,0,1,0,0,-0.0180331729734164,0.034718932493812305,0,1,0,0,-0.0011906830873067,0.0393706331467739,0,1,1,0,-0.0026660365833719,0.06440959522195212,0,1,1,1,0.0100379098543645,0.0563514903986183,1,1,1,1,-0.0028834119460481,0.0513314296997582,0,1,1,1,-0.0068802957173375,0.02002689080992989,0,1,0,0,-0.0120999467526363,0.04921518219672348,0,1,0,1,-0.0100303969480618,0.0588073107823458,0,1,0,1,-0.0083939792214294,0.024338096180328398,0,1,0,0,-0.0249138807697257,0.052415040942964855,0,1,0,1,0.0061798683847753,0.059749772845180404,1,1,1,1,-0.0019151497801882,0.05145966246863841,0,1,1,1,-0.0091372573225801,0.020329794950921583,0,1,0,0,-0.0060279667644695,0.037082228087742676,0,1,1,0
2016-02-10,-0.0225667839959313,0.035793207034405715,0,1,1,0,-0.0684472200119331,0.02727435140024831,0,1,0,0,-0.0244335794807593,0.029962545907605206,0,1,1,0,-0.0649557954545989,0.045456365081426725,0,1,0,1,-0.0076105142876513,0.041609032586208905,0,1,1,1,-0.027328807266008,0.0657217046533328,0,1,1,1,-0.0444202188347905,0.005640835994885889,0,1,0,0,-0.0441279271659138,0.04498021846230789,0,1,0,1,-0.0444936389737121,0.05769435177145141,0,1,0,1,-0.040976891962266,0.015125650939684293,0,1,0,0,-0.0211454926688129,0.06425735615740745,0,1,1,1,-0.0251259365264238,0.03589560169405531,0,1,1,0,-0.0316597242011534,0.03332592007216141,0,1,1,0,-0.0407274543491433,0.013763966179075184,0,1,0,0,-0.021875706355636,0.03479920718165408,0,1,1,0
2016-02-11,0.0303268029789882,0.06870174223720321,1,1,0,0,0.0707887148562884,0.0867346892543316,1,1,1,1,0.0332928114794912,0.06568795923529741,1,1,0,0,0.0731846910784839,0.11221063439583692,1,1,1,1,0.0313064509983984,0.04328973196724391,1,1,0,0,0.039734142595017,0.0900169952140925,1,1,0,1,0.0386663202426549,0.04451013578976259,1,1,0,0,0.0832860718631374,0.0892811782245193,1,1,1,1,0.0645461759509724,0.1038578151191245,1,1,1,1,0.0353080900590787,0.059008373289520195,1,1,0,0,0.0270024683635339,0.09699237818242834,1,1,0,1,0.0439101373754791,0.07199641371233101,1,1,0,0,0.0429327128403485,0.06870543704005282,1,1,0,0,0.0440588830850006,0.05373180264422368,1,1,0,0,0.0476082999003635,0.06421727025175568,1,1,1,0
