Date,AXP,BAC,BK,C,CB,COF,GS,JPM,MS,PNC,SCHW,STT,TFC,USB,WFC
2015-01-05,-0.0264457909264445,-0.02905029409926263,-0.025704420164692987,-0.031514831175041835,-0.01634015189113236,-0.02303331404233777,-0.031222845778363317,-0.031044944011033526,-0.0312579886367369,-0.030609428513241554,-0.0334216184232502,-0.01659242345203782,-0.03156529646033501,-0.02409108775712021,-0.027422436053519905
2015-01-06,-0.0213118403342738,-0.029919463307641725,-0.028919113464645818,-0.035204551509803284,-0.008794589326891589,-0.018613341429152386,-0.020229354276889988,-0.025928794451895554,-0.028799932211566515,-0.025897758535450732,-0.03663125087824759,-0.028553090420063265,-0.01950308174468851,-0.013257387669935339,-0.020864587651628907
2015-01-07,0.02183964792989146,0.004744771171052653,0.020637684607645035,0.009270287133475996,0.014249844469786943,0.011380008559810584,0.014902744790469935,0.0015256701623700408,0.014278056665671501,0.01154368626580049,0.019544991416894142,0.009352316560511609,0.013351063523264761,0.008802802107462648,0.005950941185058678
2015-01-08,0.014175040349974966,0.020661354255048447,0.013821359479459394,0.015047929380007208,0.016170425097588925,0.00975095156487904,0.015965505805109803,0.022346391285037237,0.014889170126020757,0.01925069076567687,0.02614158991760296,0.021178016973767422,0.016671328735816004,0.007347623330530961,0.022137580943493607
2015-01-09,-0.012666541619620442,-0.017929547725202166,-0.014642546505868381,-0.022333387738820987,-0.014173864962970462,-0.017332359814221765,-0.015346530207890341,-0.017386957826792115,-0.016271525987161195,-0.01866122456990127,-0.03362744904626358,-0.014517564100002045,-0.02591875998364601,-0.020743175652256474,-0.01643031306319165
2015-01-12,-0.01017466874861983,-0.017667691605283586,-0.014348496179631742,-0.007877289515939467,-0.012084454686894452,-0.003906409398140576,-0.01216991783762067,-0.008594499578455261,-0.013828346303451089,-0.0070300242116282385,-0.009842047346947269,-0.008680405292390891,-0.009231339638773206,-0.009310893689963406,-0.011958501515357378
2015-01-13,-0.003016790180501272,-0.013788842580665595,-0.0018194862072693496,-0.007145970977568861,0.0015179057664178597,-0.008474919472639453,-0.0007569536556873979,0.0001698552648443652,-0.00934826027328528,-0.013538793008430416,0.0007098427814020702,-0.002388174627327766,-0.0016446715313145344,-0.010808119413825312,-0.003842858804210092
2015-01-14,-0.02420725039952898,-0.024924261606227183,-0.025260545498597575,-0.01939198398864672,-0.020682697577717568,-0.02092035045972429,-0.025414469650334448,-0.034500133453534976,-0.02275885130032418,-0.01798373894873284,-0.03405435782002908,-0.024471631827094442,-0.02113643317198688,-0.018052469417862316,-0.01157166256776665
2015-01-15,-0.013667327211814628,-0.05236890427711072,-0.004808762129588362,-0.0371052887756651,-0.00027350295554717796,0.0026059039183627952,-0.009654393727910104,-0.032036809207307004,-0.01789268182415149,-0.006988227258136748,-0.02056593344716895,-0.0077707288048428635,-0.004486885007833341,-0.0096754956026609,-0.01034144837026163
2015-01-16,0.0018635782916451848,0.011841812534204132,0.00563743094874547,0.008046138763711186,0.017574378374971777,-0.0038985459309957005,-0.00705941435305546,0.01709427121416951,0.008964706098220976,0.024509351770541477,0.008623900743152335,0.012091052874796393,0.01464824150337507,0.014166661072811948,0.01813880709439797
2015-01-20,0.014179546057975223,-0.007802072780484615,-0.005872602427887896,-0.007351478795069699,-0.011454083295640238,0.009653703973883099,-0.009027273152006687,-0.003933657812441371,-0.004012506566878682,0.002131426171401163,-0.005575935341965543,-0.0062451584930142134,-0.0072185824763453255,-0.007466138746500706,0.006971091320032485
2015-01-21,0.004698704553250499,0.009829610883672402,0.00832417409318853,0.010156762063041391,0.0006338602273605609,-0.0023255426041880467,0.008653652280653512,0.003230991856168819,-0.0005757436280744432,0.0018910066422423988,-0.0018692559449111634,0.021038869595079168,-0.003355613781936606,0.02402313647307497,0.0019228825193782217
